instance_name,time_seconds,objective_value,jain_fairness,num_vehicles
instance9_nreq100_nveh2_gamma91,0.003017,9500.039672,0.999169,2
instance26_nreq100_nveh2_gamma89,0.002961,9641.011501,0.999804,2
instance14_nreq100_nveh2_gamma94,0.002848,9889.030358,0.999619,2
instance4_nreq100_nveh2_gamma93,0.002963,9723.395497,0.993259,2
instance12_nreq100_nveh2_gamma91,0.002763,9698.423644,0.991870,2
instance22_nreq100_nveh2_gamma89,0.002828,9926.151277,0.997469,2
instance11_nreq100_nveh2_gamma88,0.002904,9441.020948,0.999529,2
instance18_nreq100_nveh2_gamma87,0.002763,9266.173966,0.995073,2
instance10_nreq100_nveh2_gamma98,0.003173,10237.189517,0.995517,2
instance28_nreq100_nveh2_gamma93,0.002812,9234.159806,0.994254,2
instance5_nreq100_nveh2_gamma88,0.002770,8756.000469,0.999967,2
instance30_nreq100_nveh2_gamma89,0.002981,9009.002065,0.999893,2
instance13_nreq100_nveh2_gamma89,0.002744,9781.060971,0.997466,2
instance24_nreq100_nveh2_gamma84,0.002960,8490.129951,0.996320,2
instance20_nreq100_nveh2_gamma86,0.002942,9183.067407,0.998405,2
instance2_nreq100_nveh2_gamma92,0.002774,9497.003141,0.999858,2
instance21_nreq100_nveh2_gamma88,0.003808,10017.027436,0.999565,2
instance23_nreq100_nveh2_gamma92,0.002872,9849.031735,0.999320,2
instance16_nreq100_nveh2_gamma90,0.003221,9973.116988,0.996687,2
instance17_nreq100_nveh2_gamma86,0.002818,8809.008332,0.999852,2
instance19_nreq100_nveh2_gamma86,0.002805,9421.021963,0.999639,2
instance3_nreq100_nveh2_gamma93,0.003033,9749.225570,0.994798,2
instance15_nreq100_nveh2_gamma89,0.002801,8906.010408,0.999760,2
instance7_nreq100_nveh2_gamma85,0.003011,8751.041328,0.998282,2
instance8_nreq100_nveh2_gamma86,0.002854,9323.037329,0.999180,2
instance27_nreq100_nveh2_gamma90,0.002775,9566.000862,0.999986,2
instance25_nreq100_nveh2_gamma93,0.003117,10054.022599,0.999504,2
instance29_nreq100_nveh2_gamma92,0.002856,9382.860868,0.978521,2
instance6_nreq100_nveh2_gamma89,0.002795,9448.071342,0.998737,2
instance1_nreq100_nveh2_gamma89,0.002859,9841.042076,0.999138,2
