instance_name,time_seconds,objective_value,jain_fairness,num_vehicles
instance21_nreq500_nveh10_gamma427,0.419935,4349.829122,0.961081,10
instance20_nreq500_nveh10_gamma470,0.425309,4870.014708,0.963498,10
instance24_nreq500_nveh10_gamma458,0.421831,4487.847057,0.960802,10
instance13_nreq500_nveh10_gamma428,0.391299,3783.847712,0.965620,10
instance10_nreq500_nveh10_gamma428,0.393288,4253.613098,0.971706,10
instance30_nreq500_nveh10_gamma471,0.399351,4248.071231,0.982433,10
instance7_nreq500_nveh10_gamma446,0.389128,4925.509416,0.949794,10
instance12_nreq500_nveh10_gamma458,0.390101,4042.192691,0.977885,10
instance14_nreq500_nveh10_gamma465,0.383630,4358.663715,0.974383,10
instance9_nreq500_nveh10_gamma438,0.386984,4662.236077,0.977723,10
instance6_nreq500_nveh10_gamma436,0.403479,4493.908939,0.951176,10
instance16_nreq500_nveh10_gamma443,0.435425,4795.386944,0.979111,10
instance22_nreq500_nveh10_gamma440,0.398768,3563.167944,0.928749,10
instance23_nreq500_nveh10_gamma442,0.413663,4174.937852,0.947661,10
instance26_nreq500_nveh10_gamma469,0.388857,4359.657942,0.974453,10
instance28_nreq500_nveh10_gamma477,0.425928,3942.025431,0.892292,10
instance19_nreq500_nveh10_gamma441,0.403215,3993.266066,0.952272,10
instance1_nreq500_nveh10_gamma432,0.393117,4046.999740,0.968656,10
instance3_nreq500_nveh10_gamma461,0.410820,3704.372170,0.956229,10
instance29_nreq500_nveh10_gamma446,0.416433,3856.231764,0.949140,10
instance17_nreq500_nveh10_gamma452,0.511406,4480.106739,0.902760,10
instance18_nreq500_nveh10_gamma448,0.489539,4266.659547,0.943860,10
instance11_nreq500_nveh10_gamma431,0.459934,3717.747832,0.990138,10
instance2_nreq500_nveh10_gamma463,0.485652,4215.894236,0.966755,10
instance15_nreq500_nveh10_gamma443,0.501822,4650.157952,0.992384,10
instance5_nreq500_nveh10_gamma471,0.500943,4347.145684,0.966433,10
instance8_nreq500_nveh10_gamma454,0.462123,3120.060657,0.955340,10
instance25_nreq500_nveh10_gamma424,0.526612,4702.026336,0.950237,10
instance27_nreq500_nveh10_gamma452,0.498002,4521.462021,0.943802,10
instance4_nreq500_nveh10_gamma447,0.493336,4106.823440,0.977240,10
