instance_name,time_seconds,objective_value,jain_fairness,num_vehicles
instance21_nreq500_nveh10_gamma427,0.001515,99817.040776,0.979420,10
instance20_nreq500_nveh10_gamma470,0.001880,110103.996390,0.976330,10
instance24_nreq500_nveh10_gamma458,0.001804,106297.821728,0.973567,10
instance13_nreq500_nveh10_gamma428,0.001492,99200.592662,0.980835,10
instance10_nreq500_nveh10_gamma428,0.001535,98797.749626,0.978756,10
instance30_nreq500_nveh10_gamma471,0.001871,112349.601423,0.977610,10
instance7_nreq500_nveh10_gamma446,0.001621,108174.215635,0.987229,10
instance12_nreq500_nveh10_gamma458,0.002570,108012.458594,0.985896,10
instance14_nreq500_nveh10_gamma465,0.001734,109703.146136,0.977330,10
instance9_nreq500_nveh10_gamma438,0.001764,105097.508881,0.987788,10
instance6_nreq500_nveh10_gamma436,0.001928,103910.492660,0.971174,10
instance16_nreq500_nveh10_gamma443,0.002155,104792.576160,0.988444,10
instance22_nreq500_nveh10_gamma440,0.001730,102379.030313,0.946619,10
instance23_nreq500_nveh10_gamma442,0.001740,102953.126137,0.970082,10
instance26_nreq500_nveh10_gamma469,0.001676,109488.596548,0.975764,10
instance28_nreq500_nveh10_gamma477,0.001662,111419.328581,0.959214,10
instance19_nreq500_nveh10_gamma441,0.001562,101899.977770,0.975749,10
instance1_nreq500_nveh10_gamma432,0.001539,99941.777270,0.983712,10
instance3_nreq500_nveh10_gamma461,0.001690,105896.729709,0.989290,10
instance29_nreq500_nveh10_gamma446,0.001770,104993.784453,0.975686,10
instance17_nreq500_nveh10_gamma452,0.001759,106549.390174,0.980663,10
instance18_nreq500_nveh10_gamma448,0.001646,106942.704802,0.988785,10
instance11_nreq500_nveh10_gamma431,0.001902,101469.758804,0.973224,10
instance2_nreq500_nveh10_gamma463,0.001681,109807.048803,0.985708,10
instance15_nreq500_nveh10_gamma443,0.001574,103264.078582,0.971825,10
instance5_nreq500_nveh10_gamma471,0.001626,110959.225219,0.982890,10
instance8_nreq500_nveh10_gamma454,0.001848,106929.538707,0.976706,10
instance25_nreq500_nveh10_gamma424,0.001459,97614.639204,0.986960,10
instance27_nreq500_nveh10_gamma452,0.001655,105932.780869,0.968101,10
instance4_nreq500_nveh10_gamma447,0.001566,104567.102921,0.975969,10
