100 2 100 94 79.73
# demands
17 21 34 26 20 20 22 20 30 19 28 22 25 28 30 20 23 22 19 22 21 31 23 20 23 30 33 29 28 25 25 19 35 20 23 19 19 19 29 25 17 22 25 22 20 31 34 32 33 27 27 31 21 27 21 29 34 22 27 20 20 34 29 23 24 27 35 33 21 25 20 21 27 18 34 24 42 29 32 32 24 31 47 28 27 34 21 33 24 22 50 26 28 30 30 24 26 39 34 21
# request locations
50 50
49 26
16 34
76 88
89 74
32 72
10 15
77 84
27 14
83 49
32 18
66 25
72 29
88 68
87 21
86 61
94 28
78 81
7 56
34 3
19 54
63 83
37 60
84 9
57 9
58 43
80 56
67 58
38 23
86 84
35 83
26 10
100 60
86 91
81 72
76 85
58 100
15 22
2 69
78 67
78 21
71 15
23 5
88 58
30 83
26 2
64 22
48 69
59 100
67 5
36 94
100 69
23 9
70 49
44 56
92 47
27 73
34 76
72 64
54 6
90 36
16 93
71 9
98 55
2 96
26 71
22 39
66 73
26 2
90 75
70 88
80 33
35 5
96 86
81 93
65 47
97 55
46 61
46 93
43 59
44 6
48 8
43 4
77 14
99 43
78 42
23 4
81 10
14 11
20 65
94 76
100 32
95 24
58 17
27 61
55 83
71 77
32 2
62 55
60 9
72 58
52 65
79 97
29 71
6 9
77 30
64 24
79 67
85 36
56 14
25 47
26 83
19 45
20 8
1 48
83 29
78 57
90 94
5 48
33 73
33 40
11 71
50 19
31 71
54 36
65 3
86 54
1 93
82 17
52 20
55 90
85 4
38 55
7 51
56 97
64 43
59 44
2 37
46 59
65 64
100 2
46 24
97 86
26 71
70 39
32 17
87 43
70 54
6 27
18 3
96 70
72 93
28 64
81 48
44 21
51 10
63 93
79 35
76 66
91 69
18 91
69 18
35 53
95 49
92 73
43 8
19 65
69 38
88 14
74 17
86 6
63 72
37 47
17 31
78 71
69 17
30 25
64 83
41 34
21 27
5 28
88 31
5 3
100 33
85 77
64 86
68 63
0 89
74 13
33 5
70 37
42 70
49 28
19 59
95 52
84 26
98 64
36 37
43 15
98 40
51 37
