100 2 100 89 43.36
# demands
20 20 27 27 43 39 22 18 33 18 18 29 19 49 27 23 22 18 22 22 50 33 33 22 46 37 27 33 28 24 29 41 44 40 40 26 31 35 28 50 21 34 46 36 25 27 39 18 30 25 42 18 41 37 17 21 27 48 26 22 26 30 24 32 23 42 22 31 20 22 21 26 25 21 29 43 24 47 32 25 24 19 46 22 20 30 20 26 20 24 49 26 27 20 26 21 23 31 21 23
# request locations
50 50
12 62
47 5
41 98
61 0
10 97
20 51
16 13
8 62
26 40
28 48
98 99
34 66
95 74
77 54
13 53
14 96
77 63
20 44
2 52
68 22
65 82
30 77
54 21
26 78
16 42
20 41
85 80
18 12
73 57
36 19
54 79
81 19
1 16
21 66
28 52
2 59
2 59
10 9
97 21
26 10
49 62
66 67
19 17
81 99
23 84
9 16
45 70
0 53
62 8
15 97
25 13
15 8
15 7
96 28
61 77
61 54
43 41
26 17
68 56
42 30
45 20
4 79
27 38
59 55
38 9
8 99
29 85
66 75
63 0
82 87
66 49
44 29
95 95
89 95
59 6
45 71
20 88
42 16
57 15
38 38
91 52
93 64
96 12
58 70
75 43
21 12
9 12
86 74
22 26
45 46
22 52
100 91
9 35
88 0
43 59
54 16
23 88
85 0
0 3
99 77
76 7
56 17
11 52
38 27
72 64
22 72
7 30
27 2
29 36
71 59
81 19
48 37
76 92
26 16
0 96
95 13
19 71
57 61
0 36
10 1
44 23
15 40
17 36
90 22
31 50
37 0
29 90
19 34
60 65
16 90
75 4
34 64
28 69
26 94
87 35
26 19
62 57
12 95
95 49
1 59
69 32
79 53
65 6
86 51
44 60
8 68
78 76
29 73
51 14
21 6
59 33
53 12
99 89
31 92
48 35
49 34
64 40
90 27
64 58
96 78
59 33
45 32
48 62
1 54
69 69
27 5
2 83
29 20
96 98
81 45
91 73
40 72
41 84
28 79
51 49
54 90
27 55
15 63
89 89
8 27
2 81
78 66
47 18
51 69
17 3
81 5
47 64
35 9
10 7
59 8
91 65
7 59
35 28
58 75
79 1
73 28
93 54
78 91
15 90
28 30
