100 2 100 98 42.27
# demands
20 25 29 18 36 25 30 25 27 30 23 26 22 29 25 20 21 41 29 38 27 26 19 24 34 20 22 27 18 21 22 19 37 31 24 22 32 20 28 18 19 24 24 30 18 20 22 33 25 20 21 21 50 20 23 22 21 22 33 25 33 35 28 21 17 21 35 20 20 21 22 26 26 23 20 30 31 29 47 30 20 35 21 22 26 20 33 21 32 19 23 22 25 19 30 27 30 31 33 26
# request locations
50 50
15 33
14 78
24 16
59 85
91 66
30 70
32 3
67 34
65 33
7 68
23 72
17 24
96 94
65 68
80 83
60 44
61 97
50 24
98 30
70 59
13 21
51 11
45 27
38 69
80 1
8 3
85 69
5 57
53 60
84 37
68 20
34 4
87 4
55 73
49 93
37 12
29 70
42 88
69 1
95 67
95 65
68 50
80 49
50 47
45 65
71 30
92 17
83 27
49 27
9 83
4 44
28 18
28 73
70 64
71 57
0 95
85 61
91 60
18 68
75 71
90 81
86 37
23 16
64 67
80 98
45 50
55 46
62 22
78 65
7 82
67 32
63 98
24 21
74 77
79 77
77 39
15 6
65 39
53 41
95 14
54 90
41 72
63 92
56 67
33 20
44 40
97 55
79 75
53 42
69 44
21 66
62 44
19 52
5 46
2 18
7 40
8 19
20 41
63 93
40 51
44 71
46 62
34 53
78 57
0 23
34 28
45 12
85 67
91 91
41 28
26 18
78 29
57 73
11 26
49 34
72 27
26 43
15 66
4 93
21 49
3 63
2 23
97 14
55 71
22 13
65 22
48 66
60 69
59 10
97 60
22 6
83 90
45 19
52 75
13 1
65 54
96 79
33 12
73 64
90 15
57 79
49 86
61 61
28 70
95 16
35 60
9 28
96 97
99 20
5 16
50 48
39 53
59 4
52 77
14 57
71 38
70 23
90 14
79 99
68 47
34 51
24 91
70 62
56 29
30 7
87 41
86 62
44 28
49 32
85 47
6 89
42 33
39 37
83 5
20 95
58 45
33 91
68 93
41 10
20 91
96 69
78 16
35 29
57 40
82 3
91 79
93 85
24 11
32 52
25 92
49 45
5 16
58 49
82 80
100 52
3 94
25 49
29 2
11 36
38 39
