100 2 100 85 24.06
# demands
23 21 29 21 25 38 37 26 44 21 21 24 28 22 36 42 30 50 25 28 20 24 33 20 22 22 17 21 25 24 23 28 39 21 27 34 29 30 20 33 19 24 27 20 20 20 24 20 20 18 30 28 17 31 21 19 22 20 34 30 23 42 20 20 33 36 26 26 26 18 18 32 22 22 26 44 41 28 36 30 30 25 28 35 23 34 34 30 22 35 25 32 25 30 33 20 46 21 30 26
# request locations
50 50
2 100
89 36
71 44
71 87
47 46
71 97
81 57
20 10
67 49
72 47
19 64
88 18
75 78
24 65
78 32
35 60
11 60
99 41
68 92
50 37
24 77
41 82
64 53
14 73
80 30
55 53
89 54
10 30
33 33
49 93
21 16
75 67
35 41
71 25
24 59
23 50
89 12
78 26
61 89
9 1
35 15
34 67
33 4
65 77
35 15
84 17
13 97
37 92
8 75
42 38
77 16
48 30
94 43
50 57
96 88
77 96
67 3
2 37
68 89
53 77
43 82
14 91
23 0
79 62
77 28
2 16
16 43
97 61
7 73
64 17
64 83
84 95
68 80
77 6
24 22
17 57
96 83
72 44
61 89
46 11
51 68
13 61
42 87
74 51
37 46
81 3
66 39
39 47
78 45
78 84
24 19
99 80
2 12
15 63
74 34
8 87
79 83
9 32
20 17
38 5
30 88
58 52
81 47
32 16
99 67
89 79
84 57
90 93
87 51
61 23
34 8
83 33
49 15
48 45
63 98
63 93
45 27
54 44
19 61
50 89
57 89
92 83
70 39
48 58
8 94
28 26
48 32
70 80
91 88
41 10
14 85
3 44
3 49
72 69
34 54
67 38
95 50
79 76
50 12
47 35
59 12
44 59
34 47
68 64
26 26
61 53
47 54
95 95
3 6
86 71
8 64
87 2
41 37
46 25
43 54
92 56
99 14
28 9
75 40
77 40
65 14
35 64
70 29
31 8
51 93
82 9
83 89
49 47
31 45
61 5
18 78
31 38
19 41
17 10
66 72
16 25
15 69
58 88
20 99
63 14
70 29
56 90
73 79
46 5
2 40
5 8
65 51
20 67
12 89
55 17
70 18
53 53
65 58
59 28
83 84
22 70
13 4
22 57
58 52
25 38
