100 2 100 91 52.11
# demands
34 26 20 32 27 42 23 36 32 27 29 36 25 37 19 21 41 39 25 17 25 27 32 28 29 20 33 22 35 19 23 22 24 32 40 43 24 25 25 23 22 20 28 29 31 27 23 24 19 30 27 23 26 32 28 31 29 27 25 29 20 23 25 23 21 25 32 41 31 23 21 31 20 24 20 34 24 30 27 17 30 23 21 19 50 37 24 29 27 22 26 26 20 30 23 43 22 20 21 27
# request locations
50 50
57 64
92 4
26 82
91 9
79 28
60 59
89 52
45 74
55 12
65 19
73 4
12 60
67 0
8 67
70 37
70 9
33 54
65 86
66 62
5 53
95 31
56 41
1 30
82 17
78 34
63 79
58 88
95 45
65 18
25 29
29 3
89 63
72 72
40 97
67 38
92 9
9 79
31 12
72 71
55 92
3 43
52 85
27 99
99 56
38 91
30 31
70 43
97 65
66 21
40 11
53 36
47 45
43 37
20 100
27 42
18 49
53 37
2 23
73 2
78 11
74 37
21 87
62 5
79 10
9 31
99 67
69 68
7 92
79 83
76 18
10 77
80 51
17 56
87 88
63 67
5 35
53 51
3 99
57 78
91 38
80 94
27 42
21 27
95 89
100 51
42 61
11 50
18 96
51 25
98 65
8 4
73 41
90 70
23 41
93 23
96 44
42 10
80 98
25 79
3 85
56 70
59 93
37 30
16 6
44 6
83 33
41 94
7 51
69 88
55 7
24 43
24 42
37 92
53 0
83 42
53 10
77 23
94 74
6 48
4 22
10 58
89 93
56 53
8 14
82 18
70 13
36 69
8 15
66 1
74 74
46 92
41 98
92 21
51 69
91 10
81 22
99 45
64 81
77 87
40 4
5 26
88 66
63 13
1 30
96 16
87 42
98 22
43 60
23 4
48 54
27 50
96 63
66 86
22 45
3 97
75 44
40 17
65 95
78 27
4 80
81 35
80 65
63 25
1 65
46 42
83 51
65 2
94 92
52 82
76 48
44 78
76 82
20 48
72 85
80 36
77 68
76 12
55 36
53 62
94 67
17 42
59 99
87 55
23 73
10 29
28 99
80 14
69 76
10 51
96 98
13 35
53 98
1 40
29 61
11 78
1 21
8 20
21 89
18 32
53 85
