100 2 100 91 47.73
# demands
29 25 32 20 50 34 24 29 21 33 36 23 21 37 40 33 26 24 19 27 27 23 32 32 32 40 39 31 23 34 37 20 22 31 26 39 20 41 33 29 37 26 22 36 23 43 33 30 33 42 21 43 22 25 30 26 26 22 38 30 35 23 34 24 17 28 24 39 18 28 22 19 29 20 42 22 21 20 38 29 33 31 21 21 37 21 36 20 22 20 27 27 25 17 29 27 24 36 33 30
# request locations
50 50
50 91
58 82
49 5
34 54
65 24
11 78
87 81
12 90
20 93
13 53
60 44
30 26
61 92
83 100
50 0
21 33
74 42
10 2
59 10
75 23
54 80
1 43
35 12
14 15
19 99
40 13
38 2
99 28
23 55
38 25
30 12
78 86
78 98
83 63
71 66
47 61
99 0
39 61
99 56
96 35
92 44
7 35
25 69
22 25
62 21
28 21
0 81
36 81
30 91
64 26
41 62
86 16
98 85
60 79
83 55
58 100
26 36
11 18
51 69
7 53
76 27
87 1
97 72
64 7
88 80
99 56
54 86
70 40
65 93
90 21
87 58
45 89
16 74
98 35
63 56
14 72
29 29
63 66
93 48
79 45
81 11
41 25
89 4
37 40
56 55
40 2
80 58
33 78
4 86
30 45
86 30
84 63
84 81
2 56
93 25
10 5
4 67
21 16
54 78
30 65
65 99
78 25
94 16
4 72
67 46
3 67
15 69
92 90
78 30
37 66
12 75
90 23
71 68
100 51
56 94
40 80
74 56
95 14
85 74
13 12
81 99
78 56
63 78
26 81
19 24
69 91
68 86
45 11
97 48
6 63
94 21
61 57
70 58
40 55
96 9
60 95
56 36
1 88
72 88
72 42
11 99
60 1
88 27
95 59
95 20
1 80
10 46
51 21
15 14
74 14
41 66
40 68
88 12
36 9
40 57
15 72
53 72
10 64
83 76
6 2
53 43
77 8
30 5
14 63
28 90
75 39
58 20
97 56
46 28
90 17
73 55
16 9
67 42
32 6
47 64
15 26
58 3
1 83
47 99
69 63
91 31
10 43
22 13
25 5
86 74
87 35
33 52
52 80
28 81
86 2
41 95
31 89
26 62
69 19
12 31
82 95
10 38
74 91
88 25
19 77
