100 2 100 92 40.08
# demands
21 26 21 36 20 21 26 20 24 20 33 21 39 17 20 28 38 24 18 25 27 30 35 17 32 21 24 29 20 22 35 25 28 27 22 40 27 37 21 41 25 17 24 32 25 24 18 17 47 26 27 19 28 21 22 29 19 30 36 24 26 34 28 37 32 24 37 37 37 27 27 27 39 32 21 25 21 19 21 36 26 24 19 32 28 25 20 28 50 28 21 39 30 30 38 33 46 20 18 17
# request locations
50 50
24 30
96 40
62 39
79 35
93 48
4 81
57 29
66 89
65 83
65 54
0 15
66 64
36 44
20 84
68 27
90 74
97 31
76 35
20 74
45 78
65 83
65 31
93 97
9 2
58 24
57 17
0 39
45 34
71 67
25 39
89 21
60 89
32 80
85 41
22 47
70 10
84 94
63 52
76 10
65 38
77 47
49 60
12 4
47 68
80 5
5 97
77 52
0 4
52 15
29 35
49 89
71 35
62 17
49 56
80 7
61 28
51 91
40 43
34 27
84 6
6 10
13 91
13 82
80 86
96 97
78 96
17 70
73 81
23 42
45 81
59 23
10 28
27 80
60 3
32 85
48 26
20 94
16 96
49 85
15 12
14 4
40 42
50 98
44 25
3 26
98 62
85 32
25 74
9 18
72 26
15 22
67 18
96 14
97 31
33 17
8 76
31 98
87 3
37 38
79 32
34 95
66 53
36 70
79 19
98 89
83 49
5 95
81 99
51 43
29 83
29 44
11 10
52 81
70 23
28 59
63 98
91 27
98 35
65 39
16 27
71 20
72 49
4 7
4 47
70 21
95 28
52 44
67 22
7 88
74 54
25 12
83 83
7 26
72 50
69 33
92 32
82 75
74 67
72 50
53 65
93 50
33 39
3 52
58 77
22 89
43 45
76 29
96 23
56 46
84 84
39 25
61 59
98 70
81 58
43 8
88 81
89 31
97 12
66 98
73 19
88 32
1 88
47 12
33 76
84 34
46 95
35 96
63 98
75 19
36 23
62 84
98 88
86 27
30 13
66 78
65 100
81 61
57 55
19 5
42 36
35 35
90 93
31 20
5 59
20 18
15 53
43 58
5 29
30 22
72 12
66 87
37 54
3 23
71 91
26 9
41 93
85 86
29 57
90 11
7 58
