100 2 100 86 42.27
# demands
35 39 46 32 21 31 46 17 34 37 34 43 22 21 25 20 27 31 28 27 28 19 20 36 21 50 38 20 33 26 22 33 22 19 31 23 47 37 45 20 27 28 21 34 24 24 28 24 48 21 28 38 19 40 22 25 22 25 23 21 17 21 35 36 24 28 29 25 30 30 23 21 24 40 21 33 33 28 18 24 23 18 37 24 26 29 25 17 40 44 20 19 17 20 29 18 25 27 27 42
# request locations
50 50
75 66
83 38
31 25
73 92
36 99
11 62
96 91
10 9
1 50
61 33
23 52
98 55
95 68
19 18
60 43
9 75
23 66
68 40
44 27
29 61
27 6
4 19
96 33
43 65
35 8
64 68
71 60
44 6
99 1
59 52
23 62
49 58
85 41
56 67
74 54
72 47
39 10
67 94
10 96
58 31
83 47
9 9
3 73
55 37
42 59
81 85
82 96
53 33
69 30
2 82
34 96
65 66
47 95
44 41
65 27
80 26
74 75
41 80
29 53
66 86
52 41
5 95
1 73
44 72
41 60
36 40
51 90
89 90
82 92
21 29
88 14
55 34
45 77
12 74
97 66
88 71
56 95
82 86
87 98
34 86
46 84
22 40
42 9
17 93
21 82
63 37
98 16
12 72
76 48
13 38
42 10
24 15
55 88
16 12
38 63
27 36
79 56
80 80
85 69
35 33
2 19
76 43
40 65
89 93
14 3
61 51
29 78
92 73
31 24
34 89
81 53
57 61
20 91
84 41
69 46
67 95
50 65
41 56
37 68
39 46
76 8
91 70
76 32
33 52
83 64
93 92
21 31
38 33
15 72
42 23
34 49
21 64
17 67
16 0
42 61
1 6
26 58
3 43
50 94
40 51
10 88
74 42
79 29
84 36
23 43
51 17
9 14
26 26
9 60
87 27
24 3
41 60
62 13
28 87
46 33
39 67
2 55
2 69
31 57
57 50
7 57
67 39
76 31
99 28
13 88
24 46
84 62
92 30
32 77
98 10
41 58
41 50
50 54
99 61
48 90
20 62
13 17
70 12
49 38
26 65
67 84
65 5
54 61
66 78
43 78
36 79
56 50
63 37
21 82
16 33
13 42
38 61
63 99
70 87
4 90
94 44
72 94
46 10
17 82
36 42
