100 2 100 89 58.67
# demands
26 19 29 19 25 46 20 26 33 28 30 31 25 26 32 38 49 30 24 34 26 23 24 18 26 32 22 25 23 36 25 27 35 36 21 24 35 26 24 34 50 33 23 39 30 25 37 24 22 32 42 20 38 28 21 25 23 50 26 28 30 19 19 31 25 20 28 46 33 24 24 19 20 29 29 20 22 40 23 25 30 31 32 33 39 19 21 25 27 27 30 17 19 28 30 42 31 27 30 39
# request locations
50 50
41 91
37 86
77 74
22 96
41 13
19 80
90 9
6 89
99 6
90 37
82 27
6 97
63 21
0 98
98 57
23 93
85 15
27 85
68 84
10 45
75 64
16 18
67 10
8 64
63 80
8 46
12 99
14 62
53 33
5 50
29 21
72 14
70 96
96 17
61 54
74 46
29 46
80 16
25 28
61 44
46 16
64 89
80 21
54 37
47 47
8 62
60 89
22 7
80 36
61 60
74 93
93 8
76 85
87 85
79 92
81 73
88 42
68 97
7 88
11 33
37 49
41 33
10 21
51 46
88 25
39 3
30 10
63 33
16 92
0 6
85 1
71 48
61 43
94 79
81 25
94 37
74 85
88 83
73 14
72 85
19 63
89 3
41 70
56 60
22 93
92 72
90 87
66 62
87 8
11 53
27 0
97 31
95 62
48 4
28 66
74 32
90 80
90 40
67 32
90 12
79 71
83 6
33 66
55 55
46 35
34 0
94 68
48 79
74 59
3 59
38 61
30 46
9 98
37 68
74 51
76 83
83 50
94 89
35 68
63 4
41 36
53 52
62 35
34 86
44 84
97 43
66 1
37 12
76 18
79 55
10 88
100 75
81 54
82 42
95 75
49 23
59 45
93 51
99 89
11 67
78 27
28 88
32 18
10 20
8 62
82 81
90 22
26 97
87 41
4 20
51 21
49 91
85 21
48 71
8 95
3 36
45 83
71 56
82 96
68 29
10 60
36 51
53 3
16 38
8 90
12 27
36 28
57 65
19 80
80 6
34 23
11 8
41 53
18 65
20 47
71 12
97 23
24 16
2 70
0 25
9 77
55 4
42 10
42 77
22 89
68 84
67 12
44 34
64 77
47 14
33 82
71 10
5 48
93 51
70 59
22 42
9 9
3 46
32 5
37 68
