100 2 100 89 19.38
# demands
20 25 27 27 34 26 34 21 28 27 32 27 27 28 21 31 36 24 22 22 39 22 34 22 22 31 23 40 25 20 19 20 20 19 29 27 30 20 26 26 21 34 30 32 22 21 19 37 25 26 19 20 27 30 20 30 22 35 25 19 23 21 20 23 23 20 17 17 19 29 37 25 45 21 50 25 17 19 31 37 22 25 18 31 25 27 26 18 19 21 34 34 24 25 27 40 25 33 32 23
# request locations
50 50
94 73
60 62
7 40
87 90
4 38
6 75
84 62
19 55
71 60
97 61
34 54
68 77
14 0
16 64
50 54
1 81
64 82
75 65
60 21
40 93
79 24
86 49
27 69
32 40
53 36
17 2
66 68
28 97
24 80
8 36
19 4
33 26
50 5
39 8
30 1
46 56
33 89
38 97
19 68
42 17
72 56
38 93
29 75
71 66
28 16
67 81
18 43
74 77
75 23
12 37
35 64
57 69
83 2
36 96
43 36
41 81
96 85
57 95
4 0
73 52
29 29
29 44
70 59
73 65
40 78
55 9
84 94
87 29
39 25
12 55
58 66
13 62
73 85
83 94
58 4
67 67
72 27
10 11
77 20
27 75
88 31
34 10
90 33
45 64
68 44
92 20
69 28
48 55
13 42
58 42
6 65
4 40
14 5
87 21
62 42
96 20
90 6
80 7
7 15
85 50
46 36
82 8
28 48
58 32
16 86
9 67
72 93
99 40
28 3
98 9
32 89
17 96
6 60
95 63
88 97
68 50
53 43
18 62
11 60
91 64
30 43
44 42
18 41
67 66
50 46
20 14
56 35
90 33
42 59
78 37
86 99
94 95
19 12
61 31
14 1
97 58
76 13
69 17
71 63
19 42
50 33
97 18
93 23
9 15
9 11
61 10
15 25
70 72
90 28
23 54
6 22
57 93
20 37
74 53
44 7
75 35
24 5
77 100
77 83
35 39
80 49
39 47
53 33
6 90
78 80
69 85
68 20
53 24
73 98
26 44
56 10
37 90
37 86
95 94
63 83
11 24
39 24
49 77
73 5
51 24
95 10
14 20
31 46
19 98
53 58
75 31
58 15
35 23
30 86
1 96
44 21
58 4
7 18
44 41
72 71
65 76
7 94
53 17
32 49
31 75
