100 2 100 93 27.81
# demands
27 28 25 23 18 26 27 19 24 31 40 35 26 33 37 18 30 23 24 19 19 22 22 22 37 33 25 20 30 41 32 28 20 23 33 31 25 19 27 44 43 25 21 26 32 20 24 34 24 20 30 30 25 26 23 22 37 33 23 20 21 21 25 21 32 24 32 18 27 31 35 33 24 18 19 24 37 21 26 47 23 21 22 29 30 19 35 27 50 22 22 23 33 38 34 27 19 17 48 26
# request locations
50 50
67 92
90 67
41 34
54 85
32 99
71 5
14 44
49 58
35 83
72 52
59 81
71 91
87 89
74 54
37 2
11 43
93 76
47 76
25 4
52 74
77 0
91 95
52 23
40 81
89 94
24 77
31 8
31 36
51 86
70 16
79 48
11 8
99 59
74 51
17 91
59 42
66 72
25 20
78 89
78 67
29 34
27 29
73 59
88 1
14 75
97 6
16 71
13 17
50 67
57 88
92 14
55 38
50 95
99 28
25 56
45 17
91 24
8 78
22 33
21 39
64 32
34 41
64 15
82 47
9 57
30 59
33 67
80 89
25 6
96 93
50 34
62 70
51 71
98 3
53 86
69 52
55 59
25 30
44 94
74 33
66 80
82 71
87 16
8 30
8 35
58 30
63 34
2 51
68 56
96 12
85 57
41 36
49 28
58 29
85 88
5 68
58 12
35 31
64 97
39 3
6 49
4 85
92 91
4 45
1 89
75 41
53 30
4 98
45 17
10 94
94 99
38 7
16 68
58 89
52 32
22 43
37 35
81 70
19 60
65 43
81 48
67 37
98 100
6 75
87 25
62 29
53 41
75 71
85 76
61 18
86 23
81 98
89 44
55 55
47 51
61 61
74 41
53 47
81 38
32 77
60 49
88 37
97 6
30 2
30 36
83 17
30 88
14 35
89 61
23 46
22 76
71 24
15 97
77 71
18 42
66 40
53 99
18 84
9 42
58 38
23 54
67 19
0 25
86 31
83 61
93 11
49 60
63 3
67 14
97 11
20 96
49 8
49 60
78 25
95 56
14 82
19 84
93 3
75 33
91 17
64 94
60 88
68 76
88 17
79 70
2 28
87 81
57 67
9 42
93 64
66 98
4 36
64 89
31 30
9 5
66 86
5 35
52 91
29 47
4 53
