100 2 100 86 60.86
# demands
20 27 22 22 29 23 41 28 21 22 23 24 17 17 23 20 46 33 19 30 17 21 34 44 30 20 18 18 28 21 47 28 20 22 30 33 17 21 18 20 40 26 26 25 28 17 20 17 22 18 25 23 18 33 27 37 17 32 36 18 40 24 42 31 22 22 26 22 27 21 26 32 20 35 38 36 19 22 21 36 31 34 23 31 26 35 20 18 25 24 38 30 26 50 23 28 22 40 31 29
# request locations
50 50
100 14
13 10
32 22
22 5
98 6
34 45
42 48
30 30
13 45
72 70
99 25
22 66
1 0
73 63
35 60
4 61
38 31
48 75
21 31
75 57
98 99
31 62
31 12
34 46
99 43
97 26
31 20
26 71
39 17
80 44
93 50
53 22
27 81
88 0
63 9
42 39
98 80
70 31
3 94
29 5
79 100
42 31
91 11
22 30
69 3
61 2
99 28
15 26
39 38
40 65
34 13
100 90
56 25
46 29
89 72
65 53
89 14
49 24
11 84
23 43
12 18
13 2
59 18
71 37
31 31
30 9
58 71
73 32
81 13
5 22
86 68
33 15
58 91
23 30
40 83
20 73
14 91
16 13
8 54
56 94
89 96
75 37
67 12
32 98
64 67
21 14
75 46
93 76
29 52
60 38
62 68
24 26
18 100
67 71
14 10
55 96
25 91
51 2
22 17
74 95
94 23
47 47
67 44
89 18
9 1
22 69
2 14
5 74
23 46
71 10
35 4
26 23
81 37
35 2
79 36
4 87
97 70
86 10
58 85
37 28
71 97
39 34
89 76
13 34
35 77
36 20
32 28
95 93
55 21
3 2
3 11
65 94
22 3
53 84
85 87
65 83
96 14
74 11
34 98
87 57
18 83
58 87
95 97
14 23
89 70
54 42
76 42
45 60
26 86
74 36
94 4
49 18
19 83
34 79
52 68
29 76
26 100
44 29
88 4
64 2
74 7
34 93
0 49
16 76
33 46
83 10
24 50
20 40
13 40
35 100
97 84
8 13
87 53
5 49
0 91
39 15
93 88
33 8
3 93
4 20
71 93
5 80
55 1
19 43
3 33
35 67
14 63
64 92
51 46
98 58
26 82
98 77
55 98
36 7
35 7
71 1
25 13
40 72
74 50
1 7
