100 2 100 92 22.19
# demands
23 20 29 22 37 24 30 28 37 26 19 37 29 19 20 28 28 25 29 26 42 19 24 20 28 38 18 27 29 34 21 25 28 22 26 34 29 22 24 20 30 29 24 23 21 19 17 26 33 21 21 19 20 37 32 27 27 36 23 19 24 38 22 22 30 18 25 28 22 30 21 21 23 20 19 28 18 30 40 30 24 25 44 29 26 27 25 50 26 20 34 24 35 23 33 26 18 21 19 24
# request locations
50 50
44 67
0 13
99 12
23 90
11 15
52 49
32 75
95 80
24 39
38 86
68 10
28 74
97 11
45 33
77 19
78 46
31 45
19 80
78 44
3 7
50 2
43 0
60 5
82 47
62 58
32 19
49 18
19 47
34 6
5 75
98 80
95 15
71 35
45 77
61 7
72 30
20 24
51 36
16 68
21 77
3 28
44 89
98 98
13 68
16 17
97 86
54 56
15 71
41 45
63 9
46 69
64 52
93 17
91 30
29 69
92 41
78 79
20 23
81 62
26 78
70 70
16 65
67 34
49 1
17 92
48 41
98 18
11 57
64 33
95 61
78 22
2 15
79 37
99 96
88 86
90 8
44 97
17 60
37 99
42 29
85 5
99 47
42 20
29 41
38 56
88 41
31 68
95 42
92 72
64 32
39 77
78 27
38 33
83 51
20 19
75 6
15 90
50 12
15 42
75 37
50 69
44 87
97 9
62 23
66 17
95 77
16 35
79 84
88 8
70 60
41 91
18 45
99 50
94 51
88 57
19 54
9 2
35 98
20 4
38 49
76 80
47 50
92 16
100 26
60 13
30 35
73 94
39 30
78 22
90 67
53 42
10 18
36 32
9 3
31 50
81 54
78 56
69 15
11 29
47 90
36 88
23 80
28 3
17 31
34 56
18 20
87 36
6 33
97 53
73 33
24 42
53 45
62 71
24 57
12 34
98 98
95 31
34 48
60 85
68 91
60 9
30 87
61 20
37 80
44 46
72 85
51 14
54 62
27 44
44 55
2 26
50 1
39 14
48 9
59 3
7 96
2 43
80 29
27 17
58 27
38 58
1 75
17 16
81 3
92 17
59 88
77 98
52 18
97 92
65 95
16 49
59 58
62 61
87 87
54 89
75 82
18 30
57 72
43 55
85 15
