100 2 100 93 43.36
# demands
20 36 50 24 21 30 25 20 22 30 26 30 30 33 21 21 24 19 29 21 37 21 30 46 25 27 27 26 37 23 18 27 29 23 32 29 35 24 21 21 24 27 40 38 19 18 29 30 35 27 22 22 31 19 30 25 26 31 23 44 33 29 45 23 31 40 31 22 42 21 22 23 28 23 27 21 29 40 29 44 37 31 21 17 24 21 24 38 36 24 26 22 40 25 23 46 27 21 19 21
# request locations
50 50
29 61
32 2
71 21
49 69
51 25
89 13
90 18
96 10
71 76
86 88
22 32
12 53
89 67
87 31
39 83
99 11
31 46
60 23
25 82
29 76
22 53
17 82
21 92
78 65
89 34
18 32
84 16
85 60
54 20
89 85
4 14
66 54
92 13
55 90
96 34
13 61
89 50
13 55
25 53
36 58
62 1
5 46
94 9
99 64
80 96
13 7
72 2
31 99
34 14
11 78
59 17
79 43
40 37
78 40
93 41
76 63
98 23
13 39
77 4
22 84
9 49
31 3
23 7
13 95
98 2
38 36
77 46
15 73
69 86
17 98
87 95
73 54
50 49
47 99
24 60
85 10
57 17
17 62
71 99
37 63
15 14
70 71
47 66
44 64
34 79
81 54
98 75
75 93
39 83
7 72
71 72
28 81
39 30
54 18
86 90
33 41
78 45
41 73
55 38
11 81
10 84
41 31
69 35
27 34
56 51
44 86
48 19
74 36
29 96
83 94
28 21
38 64
79 7
8 2
7 47
69 15
5 98
75 56
10 75
65 45
70 98
84 32
25 79
22 29
68 51
77 87
84 64
94 71
73 99
48 55
6 70
64 35
49 17
54 14
75 64
93 77
62 42
56 53
1 91
42 21
4 93
74 83
8 76
63 15
18 48
28 26
15 8
70 50
52 75
35 68
93 88
45 64
98 36
41 32
23 6
82 25
78 40
98 82
24 96
79 56
69 59
69 53
85 17
14 84
21 19
52 77
94 66
35 97
13 62
49 56
55 85
50 23
24 61
9 94
39 35
3 76
31 73
90 15
38 87
72 77
54 97
92 99
70 68
70 24
90 48
9 7
5 34
4 81
39 62
51 47
39 54
16 99
33 57
19 91
66 17
47 32
39 80
53 57
46 42
14 20
