100 2 100 89 59.77
# demands
20 32 23 25 26 23 29 25 39 21 31 24 28 20 27 22 26 30 25 22 38 32 24 26 24 21 28 22 32 42 22 26 34 32 35 26 22 28 22 17 29 28 31 30 40 26 30 23 18 22 50 20 26 21 27 19 21 21 30 28 24 23 27 23 28 25 21 25 35 27 44 20 20 35 39 19 24 22 23 30 30 29 21 24 22 22 37 24 30 24 25 26 20 22 43 26 20 18 20 24
# request locations
50 50
69 26
74 36
47 46
84 92
18 21
12 72
87 67
6 37
87 63
84 6
23 64
50 31
76 18
85 14
90 31
44 25
21 53
81 31
37 51
92 79
34 16
90 49
56 84
33 99
32 5
20 23
96 57
88 41
88 62
79 14
0 74
17 61
42 78
60 67
46 93
96 7
32 60
20 83
26 56
86 45
82 42
24 62
79 95
4 93
16 84
60 45
15 38
30 30
22 59
22 1
83 92
39 92
90 48
18 86
11 10
74 32
88 46
24 98
77 87
62 45
72 55
58 1
88 50
10 20
2 67
67 55
81 15
23 41
25 16
53 40
31 28
47 41
4 8
39 31
15 89
16 56
47 4
2 1
83 12
72 97
13 44
29 64
48 50
59 44
4 36
54 12
51 70
97 54
11 30
18 85
81 30
20 15
5 79
17 19
61 66
15 76
24 10
38 71
18 38
20 17
96 26
16 53
82 40
6 59
98 25
87 76
15 63
66 92
48 9
5 70
93 99
76 83
60 94
4 96
37 38
6 32
85 39
72 10
70 14
69 55
44 99
88 18
92 45
32 54
43 3
59 79
34 51
57 35
72 32
89 39
77 14
53 2
90 75
11 5
29 0
6 59
91 31
30 9
47 52
71 39
25 93
91 9
61 5
10 41
83 71
14 23
93 60
16 28
77 71
46 83
55 68
70 91
64 89
86 37
6 61
44 7
35 61
89 9
56 11
51 87
56 79
52 10
41 12
39 10
76 32
45 22
57 20
7 42
29 90
34 48
54 2
99 100
33 63
11 21
63 8
72 21
50 26
44 90
96 8
85 17
67 20
84 60
29 13
18 97
53 32
50 64
80 48
63 31
91 60
49 22
54 20
92 85
51 75
77 33
78 18
21 76
24 32
72 29
77 17
46 58
