100 2 100 86 45.55
# demands
20 24 24 19 25 20 18 29 22 19 17 38 24 20 29 20 31 32 23 26 34 30 44 39 37 23 18 25 24 19 28 38 24 24 36 20 18 18 38 22 50 20 23 21 21 37 29 26 17 30 18 27 19 18 21 22 33 35 41 27 18 38 24 26 29 19 25 23 20 44 28 20 33 34 21 20 20 20 33 22 26 17 34 24 17 28 24 27 20 26 24 34 29 30 38 30 18 18 22 30
# request locations
50 50
8 4
74 4
36 58
4 73
54 56
33 7
41 3
69 71
92 46
76 39
71 51
70 50
80 60
74 18
13 10
23 29
65 75
1 53
65 8
68 27
81 72
72 81
1 56
79 47
65 75
28 31
12 17
78 59
56 25
53 2
15 95
69 83
78 85
91 6
52 77
10 27
44 35
0 94
19 80
34 62
95 99
44 40
68 80
10 71
72 54
74 70
66 43
96 29
59 65
7 32
19 60
47 89
88 57
37 71
6 96
58 73
15 21
20 17
51 54
89 89
12 43
77 47
27 12
89 65
65 73
28 68
70 57
6 50
4 94
75 23
70 27
58 55
97 48
37 79
89 48
9 16
2 15
35 57
77 67
12 77
24 82
94 94
27 58
86 57
27 92
95 100
1 28
98 3
59 37
56 35
50 19
15 13
35 25
27 3
43 37
99 6
14 61
9 57
51 11
94 92
99 11
42 49
55 36
74 16
74 28
10 95
96 82
54 5
84 28
70 95
16 95
100 82
54 96
69 99
19 11
27 39
45 22
58 66
24 44
86 49
51 82
39 65
94 95
20 65
90 9
52 9
30 10
34 25
27 15
35 90
14 87
68 84
59 21
91 71
22 40
23 86
44 10
36 56
75 100
27 57
53 82
31 53
23 24
35 11
51 42
50 3
76 93
36 90
19 24
88 98
41 79
16 27
68 34
20 100
74 98
49 25
64 68
5 73
57 77
64 44
99 39
5 93
53 72
39 22
3 52
24 47
67 73
27 3
77 56
9 73
16 96
67 28
21 7
65 25
11 57
72 92
18 82
100 77
88 75
90 90
97 40
76 42
20 17
34 60
29 29
5 39
69 69
67 87
25 73
65 48
90 76
59 78
44 94
32 41
21 25
32 13
94 77
85 23
99 34
50 18
