100 2 100 89 24.06
# demands
32 26 28 29 31 20 28 32 19 32 40 42 22 39 32 29 21 36 40 36 25 28 28 28 23 22 30 28 27 22 25 20 45 27 22 28 34 20 23 21 38 32 23 35 29 28 21 27 33 36 31 17 31 34 49 38 47 47 24 29 38 22 36 25 40 20 33 40 28 18 17 36 32 36 30 24 47 26 48 20 48 37 19 25 25 23 27 29 43 27 41 32 25 50 35 20 42 29 23 30
# request locations
50 50
77 95
37 11
100 55
83 10
29 34
49 7
94 11
9 17
61 30
43 61
26 39
64 48
18 88
9 82
66 87
77 43
82 12
20 23
70 73
11 17
100 88
80 80
67 13
69 57
72 44
53 46
21 92
43 36
56 39
97 0
63 75
59 81
26 4
22 87
71 53
4 5
16 86
8 63
83 41
33 20
37 88
93 56
29 93
18 7
3 44
14 77
26 74
26 21
86 92
33 81
28 16
21 99
72 96
85 80
10 92
29 96
79 22
8 63
21 20
81 76
97 12
87 83
23 25
58 63
24 47
93 70
11 39
0 67
43 92
95 31
22 28
39 22
79 70
33 71
6 20
12 83
27 58
53 91
92 19
82 8
89 33
22 39
36 97
42 9
8 49
90 44
25 62
2 64
99 53
28 57
55 71
34 29
97 21
21 88
51 65
9 85
66 63
11 29
81 70
22 43
58 95
80 23
68 85
88 33
39 16
96 100
83 98
68 79
30 96
80 68
60 37
98 51
36 55
74 92
54 19
93 84
26 17
44 32
26 1
96 95
6 12
25 77
56 76
19 81
81 7
89 99
44 15
48 25
82 90
8 26
79 30
66 57
88 49
25 30
70 44
6 30
11 83
50 92
34 35
99 86
80 50
58 25
66 26
86 42
5 69
26 57
15 5
9 71
63 76
61 10
52 49
44 56
59 64
19 95
15 82
57 31
1 79
66 97
36 64
55 54
87 25
31 29
11 80
7 85
8 67
82 23
100 86
31 32
68 85
14 47
95 0
47 15
59 74
23 6
52 91
10 95
21 73
80 39
94 37
35 61
1 92
82 59
30 100
40 83
57 21
0 90
74 61
18 44
85 72
87 80
81 3
97 13
13 84
81 87
55 2
9 1
13 11
94 77
56 89
21 26
