100 2 100 87 35.31
# demands
21 24 31 23 27 33 20 31 36 32 50 25 34 30 34 30 28 19 28 34 23 24 26 32 24 20 49 27 27 19 32 24 41 22 23 28 22 20 21 33 42 35 25 23 32 39 30 26 44 26 20 27 18 35 22 18 30 18 21 20 39 28 22 17 34 35 23 32 19 39 23 22 21 22 22 27 18 17 35 30 20 23 28 18 17 21 21 31 26 20 22 19 32 31 26 27 35 18 40 43
# request locations
50 50
58 24
94 67
8 7
30 47
55 86
32 90
83 21
96 49
93 27
44 66
80 89
83 58
79 44
94 79
8 68
72 1
39 39
38 79
18 84
59 74
96 54
9 38
61 29
61 59
72 45
69 83
94 68
95 29
35 72
71 69
94 98
7 40
5 17
99 57
17 62
65 31
6 65
86 40
78 95
82 69
21 54
56 72
99 11
55 46
37 21
18 27
14 17
90 63
90 26
49 13
57 82
62 49
14 87
86 55
87 65
57 95
80 29
31 55
21 65
9 64
84 7
26 44
50 35
22 16
22 91
4 39
70 70
88 44
44 39
99 81
50 40
59 67
62 39
93 21
71 14
13 86
91 79
2 83
7 93
42 68
79 88
25 24
5 53
99 58
67 41
7 68
80 95
10 13
51 12
13 79
95 33
79 42
41 39
75 6
10 92
12 49
26 65
91 90
52 95
46 10
9 58
56 56
94 5
23 61
21 33
70 67
40 83
76 89
86 47
37 96
91 8
20 1
48 8
100 22
18 86
25 41
87 24
50 38
62 54
84 31
31 30
19 53
78 80
11 62
95 21
29 68
20 12
36 63
50 69
26 42
84 33
72 1
53 72
13 74
22 16
74 89
70 64
88 54
12 42
96 81
64 4
28 36
91 86
37 39
44 79
5 95
6 28
26 90
37 68
91 83
76 26
86 73
36 51
49 20
19 18
16 59
35 70
98 89
97 17
52 49
74 24
26 71
27 11
79 84
73 5
78 51
19 73
54 55
38 35
89 39
58 52
27 14
99 57
35 26
52 96
66 11
29 29
49 98
4 37
98 78
43 37
60 43
81 38
16 16
76 10
17 35
10 78
78 92
75 88
17 17
28 71
96 36
96 37
4 68
61 4
43 87
34 54
37 53
55 21
26 75
