100 2 100 88 44.45
# demands
17 25 25 32 25 36 19 25 35 18 22 49 32 24 27 23 34 31 34 44 30 34 47 27 28 18 31 46 24 25 26 28 25 25 34 17 20 22 17 21 33 22 33 24 36 22 18 17 26 30 31 28 26 21 33 29 24 24 26 31 29 18 21 41 24 39 26 23 35 23 17 33 19 34 23 23 19 22 27 31 22 19 25 24 48 36 32 28 32 25 50 29 20 30 20 30 40 24 25 47
# request locations
50 50
59 14
50 39
41 74
70 10
92 10
2 85
14 8
57 68
64 22
49 39
76 45
2 45
83 64
7 40
54 61
87 92
62 20
83 92
46 3
72 66
35 49
27 43
4 37
71 34
51 84
56 44
16 3
83 88
95 92
76 98
89 44
58 95
40 80
67 20
19 79
98 19
85 75
95 62
94 53
90 38
13 60
33 29
36 12
69 27
15 90
60 0
21 95
15 79
66 10
48 13
3 61
65 10
48 56
42 43
85 50
0 60
44 35
79 13
80 16
93 72
68 69
69 6
5 32
93 43
72 45
82 40
23 19
72 91
11 86
89 90
67 69
23 65
13 27
10 2
44 91
9 6
87 39
40 49
66 11
59 64
91 58
77 60
85 82
89 67
50 39
39 81
65 99
72 36
70 64
25 89
91 5
69 30
55 37
4 68
4 59
3 78
68 64
85 16
58 77
67 4
55 0
84 31
59 4
67 68
87 27
59 89
50 13
79 35
64 90
32 73
82 68
79 15
58 96
16 73
19 59
13 64
76 66
40 30
32 47
78 83
44 50
66 18
15 68
10 17
38 33
18 21
6 56
96 32
44 23
64 29
80 9
99 95
25 59
77 51
26 75
56 5
23 59
75 80
26 100
52 62
28 27
87 10
92 19
80 12
99 30
20 44
43 51
15 97
39 99
2 62
90 77
19 96
10 40
51 4
5 86
25 73
7 24
25 42
81 87
53 93
37 24
32 68
57 44
67 82
32 35
50 50
32 82
38 22
19 61
11 66
25 79
65 76
75 17
49 32
20 6
73 81
77 92
81 3
2 65
85 7
92 47
27 45
74 89
65 80
8 59
81 41
77 3
24 32
93 61
27 41
71 59
6 61
1 92
71 79
35 12
83 79
91 1
46 86
30 85
36 54
