100 2 100 86 56.48
# demands
24 24 39 37 19 31 26 24 18 36 35 27 37 28 28 22 33 33 34 24 43 17 31 25 21 27 26 17 20 28 31 27 26 25 24 24 34 30 22 25 26 18 24 39 24 29 36 22 19 21 19 35 22 26 23 43 17 20 37 28 20 18 18 44 29 40 25 25 32 36 36 29 22 22 24 27 29 20 36 24 20 24 29 18 34 41 27 22 17 32 30 25 50 18 24 25 31 26 25 20
# request locations
50 50
91 84
10 93
64 88
38 11
95 2
13 77
98 95
19 73
62 35
88 56
20 44
70 46
16 47
98 52
99 63
21 31
78 36
25 39
71 74
21 2
1 72
28 25
63 21
29 57
12 16
13 78
49 62
83 27
19 60
20 56
100 95
76 43
17 27
87 48
19 28
24 30
12 44
22 99
55 5
66 10
91 8
62 77
49 99
74 19
19 6
58 36
55 63
20 1
27 28
16 51
25 68
27 98
66 52
50 69
98 61
0 43
10 95
43 33
58 97
98 25
54 63
60 98
81 88
9 92
89 55
47 33
53 88
12 37
73 22
37 19
10 25
44 18
56 93
34 71
62 16
59 30
48 39
1 78
7 30
90 31
85 45
12 43
26 38
70 46
42 13
46 62
16 13
55 41
61 58
13 82
27 53
22 77
18 83
25 54
70 15
55 24
69 18
54 63
53 36
83 33
55 62
54 9
62 61
38 72
10 74
2 98
82 56
51 1
73 64
40 62
26 50
28 81
30 28
20 39
31 79
15 79
11 57
62 67
30 0
58 45
60 55
66 3
34 18
66 66
2 83
22 48
62 92
25 3
92 95
29 8
78 19
58 42
50 54
39 1
50 84
44 14
47 98
82 29
80 79
78 56
51 69
88 87
2 32
72 43
34 78
84 21
70 36
14 53
48 47
86 7
44 55
84 33
98 60
36 32
63 22
66 89
66 48
53 56
97 24
22 2
79 77
24 75
31 32
89 25
94 9
53 21
18 82
74 49
76 18
83 48
38 24
34 14
15 20
43 7
89 31
33 2
55 84
34 5
61 49
67 86
42 22
51 1
38 25
21 83
99 0
63 3
69 43
21 33
7 49
6 62
15 65
51 13
54 51
94 45
84 4
75 89
82 84
1 94
2 26
87 52
