100 2 100 93 45.55
# demands
31 19 28 21 18 17 22 29 22 26 21 23 24 20 21 27 20 32 26 24 24 18 30 46 22 31 43 23 34 30 26 25 25 33 21 23 22 19 25 18 36 20 26 22 23 24 24 22 21 23 22 26 21 24 25 29 20 35 20 30 21 30 19 26 23 39 50 23 23 25 25 27 20 20 31 33 21 21 27 19 32 18 25 37 28 26 19 20 20 20 32 37 22 28 28 25 30 23 20 20
# request locations
50 50
43 22
71 73
69 1
17 83
1 60
39 77
65 52
61 53
46 4
4 77
28 4
82 18
63 72
85 81
57 71
61 32
45 68
93 70
42 57
25 76
83 65
87 1
48 77
90 81
56 18
14 68
34 45
38 93
21 9
96 16
81 76
78 33
5 23
96 62
42 12
17 19
12 71
68 84
34 30
82 30
5 72
28 68
49 31
57 28
35 4
77 69
59 58
40 26
39 14
84 94
25 94
47 45
83 68
19 49
92 81
70 3
87 50
33 84
50 74
67 27
27 71
88 90
59 65
54 63
74 9
98 72
7 26
20 21
40 67
10 26
64 73
47 31
64 50
8 3
48 15
24 14
43 25
31 30
91 54
14 74
59 46
4 2
57 3
14 12
65 96
9 88
91 9
45 89
93 23
92 2
99 24
80 77
88 76
67 14
16 17
68 67
3 15
78 52
42 19
66 88
82 0
15 77
35 5
35 75
72 32
87 11
72 42
74 88
39 79
93 44
51 92
60 68
44 43
93 24
75 56
41 36
53 50
21 46
7 33
29 45
70 29
58 99
20 96
37 30
15 96
89 6
10 67
38 98
40 78
66 53
69 49
76 96
38 98
68 41
90 9
50 6
100 96
49 31
99 82
59 90
15 66
89 2
86 29
96 26
4 64
44 99
74 73
46 2
39 95
73 74
58 19
49 78
53 15
41 65
10 64
24 34
29 6
95 55
36 38
76 75
3 82
53 19
4 93
56 7
11 94
53 27
50 85
25 74
81 47
35 48
57 19
75 90
54 4
85 19
5 46
83 27
97 45
60 70
65 48
24 40
19 73
55 11
61 60
27 47
69 10
34 7
85 67
30 82
6 68
77 34
51 8
56 96
5 3
60 78
47 8
44 96
89 78
56 39
7 73
1 11
