100 2 100 88 63.05
# demands
21 35 25 31 26 19 36 29 42 30 21 21 31 46 42 23 39 28 24 31 29 26 31 19 24 21 32 41 32 24 27 23 33 21 24 22 28 36 34 45 24 38 22 23 17 50 36 46 19 30 31 37 30 32 27 26 35 20 18 20 23 32 18 33 27 30 44 37 19 27 28 28 33 31 24 23 39 35 31 23 21 24 30 28 21 34 37 20 45 34 21 17 44 21 25 23 33 30 29 31
# request locations
50 50
23 41
91 71
99 53
90 49
1 82
63 83
13 33
3 79
96 51
98 44
33 71
8 44
7 55
52 74
65 12
90 35
80 68
59 23
32 98
0 14
86 50
39 69
29 2
85 63
92 72
8 91
38 52
58 41
56 47
3 76
37 30
74 87
3 80
1 38
63 27
35 92
56 92
9 57
29 57
7 43
86 85
73 9
70 21
64 52
37 74
7 38
55 64
20 7
70 36
27 9
77 65
59 50
63 51
47 45
46 35
48 14
6 64
83 94
63 74
93 68
19 23
97 88
27 32
52 29
86 52
38 80
24 68
40 51
42 38
6 8
57 89
44 64
83 25
36 69
83 61
73 76
26 21
79 1
24 34
50 49
3 93
77 24
96 82
75 90
23 86
73 48
1 67
19 84
58 28
60 89
17 68
35 21
0 39
58 40
7 96
91 20
2 75
31 13
91 25
54 27
76 82
61 41
22 34
91 97
92 80
62 65
98 54
46 2
79 47
7 43
87 70
68 3
79 90
21 9
74 72
20 93
40 32
61 60
33 97
16 56
51 93
7 71
94 75
95 79
5 98
2 81
85 91
86 8
11 54
66 89
97 25
66 8
32 47
16 73
42 8
61 81
96 11
80 43
65 14
31 43
71 30
1 23
0 80
13 13
22 6
71 15
34 44
25 86
13 16
51 64
80 89
96 53
28 82
3 15
92 55
15 77
45 37
72 9
87 85
54 94
5 69
40 50
72 74
34 0
38 77
75 57
75 70
5 93
80 2
32 69
18 88
14 93
15 36
3 53
93 12
3 98
94 88
77 27
68 55
5 57
12 63
74 74
54 53
59 51
49 0
55 61
98 8
82 0
68 49
47 77
19 61
63 15
41 39
58 78
10 20
47 51
0 70
77 68
46 96
60 3
