100 2 100 93 58.67
# demands
29 32 33 17 18 35 22 41 17 19 25 17 39 30 48 30 25 21 24 27 24 30 29 23 17 21 32 38 35 35 40 35 25 24 24 20 22 27 22 44 29 22 34 21 21 19 20 22 24 32 20 20 39 38 38 40 37 45 22 37 37 21 30 34 37 23 21 18 23 26 19 22 18 23 39 21 42 25 28 26 33 19 24 30 35 20 28 21 28 40 35 24 43 24 29 50 33 21 23 26
# request locations
50 50
35 20
66 45
9 96
60 36
29 20
57 47
92 27
20 7
60 37
4 28
67 23
68 18
53 92
26 26
33 77
79 95
79 72
54 75
3 30
3 88
36 67
19 58
35 48
68 68
74 50
49 62
78 31
51 43
36 86
48 0
36 95
53 3
23 21
70 50
85 5
54 46
82 86
11 78
46 79
80 29
84 18
28 94
14 36
93 79
83 24
74 81
33 83
54 23
8 31
74 17
58 18
22 2
34 43
66 56
99 22
31 25
74 87
16 93
53 64
6 33
94 17
31 82
78 70
47 12
54 60
87 83
60 89
26 60
18 15
94 24
40 43
15 63
63 15
28 71
81 23
71 42
46 70
11 58
59 58
20 44
94 98
40 15
17 72
18 31
60 30
48 71
74 48
55 10
51 66
47 75
96 70
44 48
30 62
36 97
74 18
39 39
16 11
26 7
69 14
70 46
85 21
71 32
3 12
35 66
9 38
93 42
65 79
96 94
63 3
77 80
40 52
62 2
75 72
56 53
43 48
97 83
68 90
12 12
77 82
77 77
76 63
0 5
89 43
30 3
11 34
94 56
20 98
49 32
97 51
59 77
27 2
84 45
23 92
82 74
84 50
61 98
32 69
67 22
53 50
59 32
78 66
75 22
93 80
40 12
51 46
10 22
45 52
84 96
48 83
66 63
47 44
27 84
80 16
9 27
38 56
40 53
67 41
89 81
13 7
86 79
34 22
100 38
93 29
36 4
29 28
48 49
31 93
82 58
11 65
17 44
52 16
16 56
77 38
37 55
39 14
1 82
16 6
43 100
75 94
82 94
67 15
98 44
97 0
38 63
83 84
56 19
46 55
54 79
92 25
10 17
84 99
60 99
52 99
82 14
9 84
49 70
92 48
99 72
96 58
7 38
