100 2 100 90 60.86
# demands
26 39 19 50 20 19 27 18 22 28 28 26 24 19 21 23 20 37 29 24 29 20 21 22 29 19 30 23 20 27 20 31 27 24 23 22 25 30 20 21 29 18 27 26 22 34 29 31 28 30 20 34 21 24 23 29 30 26 26 27 25 23 23 25 23 29 21 21 31 28 37 28 39 22 24 26 21 31 25 26 20 27 19 30 22 26 21 24 26 23 34 24 25 24 22 21 30 28 17 27
# request locations
50 50
99 15
59 68
47 83
85 99
79 2
69 68
40 21
32 20
34 27
74 39
8 10
96 65
62 90
31 23
48 81
87 50
19 8
51 3
38 37
56 16
28 74
48 96
78 85
59 75
63 22
99 6
4 98
51 56
73 51
51 99
13 57
53 19
56 98
86 4
87 51
13 45
12 54
70 55
31 34
10 42
83 43
77 67
81 66
16 56
17 51
97 32
7 78
21 65
38 93
81 97
71 51
62 55
76 1
14 58
49 74
49 35
78 29
88 0
21 41
84 96
35 18
78 69
14 31
44 99
33 14
12 97
63 74
59 22
95 25
31 85
100 18
34 74
61 78
87 36
54 29
5 27
91 91
3 73
38 95
94 5
58 72
12 20
76 34
52 65
66 76
4 47
12 97
20 96
73 31
33 56
43 15
92 33
7 94
78 16
9 47
41 65
13 88
8 80
40 29
65 49
78 22
66 76
11 7
92 56
43 65
49 54
1 51
38 38
35 16
90 15
6 81
94 62
52 94
98 60
51 21
26 54
14 4
33 30
95 24
95 14
27 69
34 19
27 62
81 57
41 2
43 66
89 97
15 72
31 26
8 56
20 27
76 81
25 81
63 7
23 55
91 29
33 4
24 100
17 18
3 22
15 59
58 37
39 98
42 16
64 12
89 80
44 39
82 78
76 33
55 11
62 87
73 93
50 15
6 75
92 69
18 42
1 50
29 46
2 27
52 19
82 50
99 29
88 78
39 40
39 78
13 28
77 98
61 6
87 69
1 34
41 88
23 37
82 88
5 38
59 69
63 69
2 37
77 63
98 41
64 99
42 47
87 27
8 20
55 57
89 1
83 66
17 19
73 70
80 25
43 12
72 43
60 50
72 63
22 58
11 51
84 99
63 72
56 5
75 60
35 5
