100 2 100 88 14.38
# demands
22 23 22 35 38 29 23 23 24 20 37 20 39 18 32 26 24 35 24 27 28 36 25 25 38 43 21 20 43 26 31 29 36 36 21 20 23 30 20 38 32 29 27 29 27 19 26 22 32 27 46 23 28 25 23 33 48 39 21 32 17 30 28 25 20 29 43 27 25 50 17 40 20 42 22 34 37 32 37 32 27 28 23 25 19 23 20 24 38 23 21 30 41 38 27 45 41 36 23 31
# request locations
50 50
59 15
28 82
63 56
41 16
19 68
71 49
74 13
55 51
26 55
37 51
78 88
45 46
51 88
25 32
2 53
74 82
49 3
5 83
98 12
48 57
30 81
10 65
90 51
13 93
86 34
80 48
54 95
12 80
39 17
50 74
29 55
52 16
54 41
98 9
76 93
18 97
15 30
16 85
36 41
85 28
46 8
62 30
68 95
58 64
97 73
85 49
14 24
67 19
45 21
16 76
82 74
69 74
88 4
95 47
3 27
37 52
66 85
12 4
20 73
87 33
48 85
39 91
4 62
79 84
93 57
1 28
11 33
35 84
3 36
93 39
27 17
71 26
87 44
15 81
40 78
57 73
1 81
74 56
72 78
14 97
2 95
74 51
88 91
73 18
33 73
86 20
27 43
26 21
38 24
29 16
70 15
71 30
40 23
58 93
26 77
36 92
71 43
99 43
93 26
21 31
67 8
32 90
33 80
85 90
95 51
91 98
13 19
58 34
0 35
15 90
82 64
39 59
59 90
50 72
27 81
77 37
87 18
23 41
62 55
79 28
37 21
1 91
25 92
22 32
5 97
17 20
24 53
40 73
35 9
18 98
17 68
19 73
14 46
63 1
53 78
46 30
78 24
44 23
58 13
6 10
73 81
13 58
65 79
50 33
17 53
82 6
17 74
87 75
64 25
80 87
43 52
80 7
16 83
43 27
33 94
85 40
79 19
32 1
92 78
2 68
53 79
58 32
34 27
86 6
83 16
44 32
72 34
65 63
57 57
34 24
28 83
61 31
87 68
28 3
85 40
21 38
69 58
4 77
99 46
63 43
84 74
58 66
8 39
80 64
90 73
62 66
66 88
20 65
21 8
89 67
84 62
14 60
49 27
86 85
67 4
3 93
81 55
59 87
38 27
89 11
