instance_name,time_seconds,objective_value,jain_fairness,num_vehicles
instance3_nreq1000_nveh20_gamma971,0.006019,322432.613629,0.975203,20
instance9_nreq1000_nveh20_gamma859,0.005826,287079.542225,0.957752,20
instance15_nreq1000_nveh20_gamma927,0.006213,308230.895559,0.976583,20
instance6_nreq1000_nveh20_gamma898,0.006287,298019.266257,0.981045,20
instance4_nreq1000_nveh20_gamma904,0.006082,295048.229481,0.967077,20
instance28_nreq1000_nveh20_gamma919,0.006402,302494.567851,0.983919,20
instance11_nreq1000_nveh20_gamma874,0.005819,294450.837261,0.975089,20
instance30_nreq1000_nveh20_gamma881,0.005804,294608.689398,0.975247,20
instance18_nreq1000_nveh20_gamma913,0.006172,302651.524149,0.984423,20
instance17_nreq1000_nveh20_gamma878,0.005785,291932.812939,0.977334,20
instance23_nreq1000_nveh20_gamma902,0.005966,297768.803913,0.979309,20
instance8_nreq1000_nveh20_gamma909,0.006002,303022.257600,0.975017,20
instance21_nreq1000_nveh20_gamma926,0.006673,299808.973438,0.986145,20
instance29_nreq1000_nveh20_gamma874,0.005951,295983.845133,0.974843,20
instance26_nreq1000_nveh20_gamma907,0.005977,298919.019748,0.982823,20
instance13_nreq1000_nveh20_gamma863,0.005716,287252.243017,0.975438,20
instance22_nreq1000_nveh20_gamma895,0.005949,301763.411137,0.976566,20
instance20_nreq1000_nveh20_gamma886,0.005906,291326.233412,0.952533,20
instance12_nreq1000_nveh20_gamma835,0.005501,275174.940442,0.974442,20
instance1_nreq1000_nveh20_gamma890,0.005916,294313.499497,0.985091,20
instance5_nreq1000_nveh20_gamma934,0.006278,308628.465885,0.986635,20
instance2_nreq1000_nveh20_gamma851,0.005708,279544.739182,0.978244,20
instance10_nreq1000_nveh20_gamma870,0.005764,286937.717759,0.986391,20
instance25_nreq1000_nveh20_gamma900,0.006074,303310.811593,0.979725,20
instance24_nreq1000_nveh20_gamma854,0.005690,283463.011977,0.986762,20
instance14_nreq1000_nveh20_gamma913,0.005984,311986.831124,0.983761,20
instance19_nreq1000_nveh20_gamma926,0.006108,309189.756685,0.979668,20
instance7_nreq1000_nveh20_gamma907,0.006063,299935.645505,0.972018,20
instance27_nreq1000_nveh20_gamma862,0.005662,287894.175236,0.964307,20
instance16_nreq1000_nveh20_gamma872,0.005721,294527.120143,0.962224,20
