instance_name,time_seconds,objective_value,jain_fairness,num_vehicles
instance3_nreq1000_nveh20_gamma971,0.290259,320420.844108,0.997245,20
instance9_nreq1000_nveh20_gamma859,0.312980,276348.890270,0.996791,20
instance15_nreq1000_nveh20_gamma927,0.296144,299452.895374,0.994196,20
instance6_nreq1000_nveh20_gamma898,0.291312,290265.900379,0.994633,20
instance4_nreq1000_nveh20_gamma904,0.297496,288495.025096,0.995966,20
instance28_nreq1000_nveh20_gamma919,0.303093,295152.899538,0.996555,20
instance11_nreq1000_nveh20_gamma874,0.299798,288714.314266,0.996275,20
instance30_nreq1000_nveh20_gamma881,0.322272,294386.548746,0.995351,20
instance18_nreq1000_nveh20_gamma913,0.368494,299807.805084,0.994920,20
instance17_nreq1000_nveh20_gamma878,0.320248,290463.270672,0.995630,20
instance23_nreq1000_nveh20_gamma902,0.319917,294360.445780,0.996814,20
instance8_nreq1000_nveh20_gamma909,0.320671,300095.150876,0.995792,20
instance21_nreq1000_nveh20_gamma926,0.301926,297712.916381,0.998416,20
instance29_nreq1000_nveh20_gamma874,0.306062,286444.495163,0.995289,20
instance26_nreq1000_nveh20_gamma907,0.312694,298062.168879,0.995922,20
instance13_nreq1000_nveh20_gamma863,0.337406,284957.921235,0.994689,20
instance22_nreq1000_nveh20_gamma895,0.303300,295320.310786,0.996536,20
instance20_nreq1000_nveh20_gamma886,0.297407,284301.511867,0.996882,20
instance12_nreq1000_nveh20_gamma835,0.307775,269709.431060,0.995574,20
instance1_nreq1000_nveh20_gamma890,0.299335,293146.965873,0.997984,20
instance5_nreq1000_nveh20_gamma934,0.299008,303380.830700,0.997635,20
instance2_nreq1000_nveh20_gamma851,0.298906,279780.050791,0.993973,20
instance10_nreq1000_nveh20_gamma870,0.282896,285160.079202,0.996783,20
instance25_nreq1000_nveh20_gamma900,0.284983,295053.166030,0.996951,20
instance24_nreq1000_nveh20_gamma854,0.286338,278112.521528,0.994176,20
instance14_nreq1000_nveh20_gamma913,0.283539,299451.677202,0.995452,20
instance19_nreq1000_nveh20_gamma926,0.283050,300123.323090,0.996659,20
instance7_nreq1000_nveh20_gamma907,0.282685,290552.827910,0.997077,20
instance27_nreq1000_nveh20_gamma862,0.281293,287244.856698,0.995738,20
instance16_nreq1000_nveh20_gamma872,0.282745,287251.495765,0.997597,20
