50 2 100 41 57.58
# demands
25 39 18 50 19 18 26 17 20 27 27 26 23 18 20 22 19 37 28 23 28 19 20 21 28 18 30 22 19 27 19 31 26 23 22 21 24 29 19 20 29 17 26 25 21 33 28 30 27 29
# request locations
35 35
11 25
53 23
9 4
31 50
6 28
33 1
32 56
59 35
0 27
36 27
65 64
22 31
20 41
54 56
20 17
24 68
2 16
11 48
50 49
26 64
36 10
21 50
60 26
26 50
65 39
9 47
25 63
34 69
39 17
54 13
40 4
9 40
32 24
32 52
25 59
59 28
60 36
29 23
60 39
40 56
26 65
19 64
37 20
12 30
12 51
38 39
35 25
37 7
45 8
31 50
35 5
3 1
61 16
18 49
41 61
17 30
70 30
23 10
18 37
63 37
50 44
40 55
36 36
64 10
8 16
8 36
12 23
0 35
63 34
12 4
44 45
38 38
37 48
39 8
14 36
63 14
33 35
9 60
18 18
50 26
49 8
57 7
11 39
22 39
21 24
57 43
56 20
62 2
61 42
61 12
59 58
38 31
39 5
49 45
49 30
54 58
16 52
58 24
18 7
11 28
