50 2 100 41 48.83
# demands
25 21 33 24 44 27 34 32 44 29 20 44 34 20 22 32 32 27 34 29 50 19 26 21 31 45 19 30 33 40 23 27 32 24 29 40 33 24 27 21 34 33 26 25 22 20 17 29 39 22
# request locations
35 35
26 0
30 33
62 66
52 26
43 64
52 53
63 2
13 29
40 43
35 3
48 39
4 4
57 61
21 15
31 63
64 39
48 36
70 30
43 56
59 9
58 69
19 33
67 36
13 29
17 18
34 34
44 24
53 6
5 43
1 31
43 46
43 9
6 65
51 51
49 11
55 24
10 5
45 48
59 10
46 41
38 58
35 55
57 65
28 14
64 42
52 43
60 60
41 6
14 53
49 31
9 25
68 67
54 46
10 6
37 30
40 10
21 25
23 35
39 62
22 30
43 66
4 46
49 7
67 38
32 42
14 55
67 54
59 51
55 59
65 40
51 46
64 39
36 62
7 43
44 33
69 63
45 8
59 12
64 42
10 59
5 57
46 3
14 38
43 63
36 27
58 69
33 70
2 39
54 11
37 61
12 8
33 65
15 57
46 65
54 57
12 61
13 17
41 12
67 57
3 23
