50 2 100 43 83.24
# demands
21 36 25 28 29 25 33 28 46 22 36 27 31 22 30 24 30 35 28 24 45 37 27 29 26 22 32 23 38 50 23 29 40 37 41 29 24 32 24 17 34 32 36 34 48 29 34 25 19 24
# request locations
35 35
68 51
63 61
46 36
49 61
17 59
62 17
35 51
22 46
21 49
9 33
35 33
0 11
55 63
44 26
31 8
55 14
30 33
23 13
57 17
56 13
19 37
63 27
15 57
8 58
15 50
20 5
3 48
18 55
28 57
11 34
70 4
28 20
66 5
70 4
37 15
54 27
68 69
45 8
29 26
8 11
22 12
25 12
51 48
41 5
47 40
55 43
10 9
25 66
51 29
45 38
58 59
46 20
66 50
47 63
0 20
2 62
17 65
30 67
62 40
18 0
4 30
57 12
20 24
9 44
16 10
69 46
24 63
48 5
57 59
8 17
65 59
42 54
41 35
54 42
7 1
18 24
50 69
15 2
23 20
41 20
57 61
64 31
7 29
53 49
23 17
57 59
39 53
28 41
53 45
38 25
19 12
54 62
57 24
49 7
32 5
18 40
67 31
65 50
40 70
15 9
