50 2 100 50 40.08
# demands
20 22 30 38 34 49 25 50 19 18 20 18 27 39 20 31 25 31 39 32 36 35 21 22 31 29 29 32 26 34 17 21 18 25 26 33 24 26 26 40 32 30 24 32 28 19 27 43 40 17
# request locations
35 35
61 9
43 25
45 28
70 31
57 45
18 2
59 34
48 30
9 67
6 66
28 10
20 11
1 7
39 18
38 50
7 60
64 2
56 61
5 11
48 16
27 49
6 62
37 23
64 39
19 59
15 29
45 68
7 36
16 39
49 13
47 41
6 64
48 23
53 49
11 3
59 34
19 2
59 13
59 24
69 64
18 37
40 11
60 1
29 67
18 70
61 13
60 14
27 58
49 45
57 67
63 61
3 71
35 37
27 46
21 17
37 18
55 56
34 46
17 21
16 47
38 69
39 9
57 69
56 49
6 45
69 53
6 50
32 57
20 59
55 8
68 30
15 58
57 55
4 29
18 31
65 39
15 12
5 4
57 42
40 15
9 37
17 1
67 4
34 67
69 24
62 47
49 6
24 17
51 54
68 38
8 56
14 0
15 70
63 65
26 44
61 61
19 5
61 67
4 15
71 23
