50 2 100 43 29.69
# demands
19 22 30 21 25 32 18 29 36 31 50 24 33 29 33 29 27 17 27 33 22 22 24 31 23 18 49 25 26 17 30 22 40 20 21 26 20 18 19 32 42 34 24 21 31 38 29 25 43 24
# request locations
35 35
29 18
53 66
22 2
22 2
12 22
68 59
60 12
35 8
42 40
58 42
46 62
22 38
49 13
43 51
21 32
30 53
10 26
50 57
45 68
11 31
9 14
42 22
12 4
67 41
47 56
28 64
33 41
44 0
70 16
13 52
58 31
12 8
4 34
31 1
61 66
17 23
53 39
32 10
45 50
46 13
30 1
40 2
67 41
69 60
9 52
30 6
66 28
54 6
46 69
37 66
21 13
56 24
10 58
40 11
19 29
39 62
19 35
20 40
62 34
46 61
47 36
20 43
62 18
31 53
17 25
41 39
50 32
12 11
56 40
43 37
31 22
63 54
4 22
58 22
53 58
3 20
30 26
58 8
13 64
68 42
15 34
9 63
61 41
23 23
52 21
35 38
22 52
8 11
43 30
57 45
47 34
31 65
28 58
24 3
58 13
3 0
64 56
29 64
63 15
43 18
