50 2 100 44 47.73
# demands
35 39 46 32 21 31 46 17 34 37 34 43 22 21 25 20 27 31 28 27 28 19 20 36 21 50 38 20 33 26 22 33 22 19 31 23 47 37 45 20 27 28 21 34 24 24 28 24 48 21
# request locations
35 35
16 53
27 62
18 11
32 60
18 68
22 8
33 43
32 14
42 61
66 4
19 28
2 69
33 61
67 17
52 28
44 18
43 69
36 24
26 56
48 27
55 1
29 46
31 22
36 6
44 43
44 63
55 3
50 27
60 34
12 66
13 9
8 17
33 21
17 34
52 49
8 41
70 65
23 29
55 15
33 3
20 37
45 57
26 6
64 61
41 26
54 15
41 28
65 37
9 48
57 17
41 4
38 31
3 24
30 44
40 61
21 12
64 54
48 68
8 64
27 69
46 25
8 51
11 7
29 16
60 41
3 70
41 48
9 23
35 1
55 10
20 44
23 55
36 15
69 12
25 9
2 13
47 59
26 1
16 61
8 13
23 23
11 7
3 18
56 51
43 42
12 59
18 70
60 1
13 52
39 27
69 47
36 66
31 15
67 51
36 68
59 58
45 18
40 26
29 37
39 37
