50 2 100 43 25.94
# demands
20 28 22 22 30 23 43 29 21 22 23 24 17 17 23 20 50 35 19 31 17 21 36 47 31 20 18 18 29 21 50 29 20 22 32 35 17 21 18 20 43 27 27 25 29 17 20 17 22 18
# request locations
35 35
16 25
40 32
2 43
36 28
31 29
13 43
14 28
20 5
11 69
27 55
55 41
58 47
31 61
12 60
61 59
50 47
39 12
58 37
62 6
47 57
42 22
51 45
31 53
51 69
16 64
14 35
41 14
61 40
13 37
66 8
29 30
21 49
14 3
35 38
9 3
13 33
28 50
23 25
38 36
21 59
56 11
15 36
41 45
30 13
47 57
43 25
17 23
19 8
7 48
60 32
63 29
18 36
14 8
70 48
9 69
67 68
6 53
11 31
51 20
43 24
40 62
55 36
59 9
13 29
13 33
45 37
58 14
28 4
23 47
29 17
53 70
21 14
28 68
47 2
60 47
65 25
3 19
43 32
18 51
64 49
51 9
19 49
26 33
61 33
59 39
1 33
0 10
55 45
58 53
62 28
14 40
18 7
71 68
1 55
5 64
37 48
15 67
56 18
21 50
14 26
