50 2 100 49 10.62
# demands
19 36 50 23 19 30 24 19 21 29 25 30 29 33 19 20 23 18 28 20 36 20 29 46 24 26 26 25 37 22 17 26 28 22 32 28 34 23 20 19 23 26 40 38 18 17 28 29 34 26
# request locations
35 35
40 32
23 62
65 40
3 42
70 14
57 11
46 55
22 8
54 63
39 0
47 28
49 35
58 22
42 20
28 63
10 50
23 64
51 31
67 50
24 21
66 5
10 8
30 32
51 51
1 32
4 20
41 43
9 15
68 65
30 4
32 34
45 24
33 64
43 10
65 68
37 48
48 65
16 31
28 39
52 3
41 64
65 21
18 59
30 23
35 33
30 22
63 66
49 31
22 56
48 18
44 31
5 46
4 38
6 27
40 68
26 46
31 35
67 26
7 34
7 12
28 14
46 24
55 22
2 41
57 53
59 29
5 37
19 42
31 1
21 20
8 41
11 30
25 23
17 61
12 9
36 5
25 9
38 32
1 68
22 31
30 44
63 9
51 50
38 26
59 62
35 43
45 60
62 35
12 62
64 23
24 45
26 12
18 37
36 43
53 37
57 38
68 31
58 46
49 32
7 55
