50 2 100 42 49.92
# demands
19 26 30 30 40 28 40 21 32 30 38 30 30 31 20 37 44 25 22 21 48 22 41 22 23 36 24 50 27 19 17 19 19 18 33 30 34 19 28 28 20 41 34 37 21 21 17 45 26 29
# request locations
35 35
21 54
29 54
52 19
20 21
39 35
24 55
22 50
2 12
39 30
46 31
59 45
58 37
26 22
37 21
10 67
56 5
25 33
15 68
66 6
50 60
69 3
50 21
12 55
26 63
10 32
25 46
65 49
3 46
12 44
20 10
19 9
60 56
36 31
70 66
35 21
48 52
15 22
35 13
15 41
52 7
39 58
19 53
49 21
23 6
65 39
23 40
26 61
15 30
69 33
60 41
42 42
12 54
1 5
10 7
8 37
63 9
26 6
31 13
50 65
62 29
61 37
59 8
16 30
57 21
17 2
30 28
57 10
29 33
4 43
17 31
31 53
10 31
57 30
39 50
49 37
43 39
39 52
49 22
41 16
3 63
23 55
24 29
63 29
21 60
3 54
1 48
62 66
59 39
25 16
58 29
24 45
24 57
26 24
42 0
58 45
53 48
56 6
36 10
27 23
17 16
