50 2 100 45 60.86
# demands
18 24 48 34 23 22 25 23 41 21 37 26 32 37 41 23 28 26 20 27 24 43 27 23 27 40 46 39 38 31 31 22 50 22 28 21 21 21 38 32 17 26 32 26 23 42 48 44 46 35
# request locations
35 35
70 67
11 5
43 70
56 51
65 24
60 6
23 3
10 52
62 53
54 12
28 6
19 46
29 36
60 35
68 8
23 55
34 5
54 64
29 64
5 9
64 10
18 1
42 56
8 18
49 22
25 50
13 45
33 34
12 59
24 57
60 7
24 47
2 68
48 48
60 62
69 64
8 32
42 43
37 41
43 25
56 28
10 21
59 62
20 65
23 3
54 44
40 55
9 11
31 17
49 41
8 41
32 68
44 0
60 5
58 11
8 5
20 34
9 43
55 41
23 14
25 61
12 51
30 4
30 13
30 26
8 45
0 25
15 19
6 0
8 20
66 11
2 20
39 62
66 52
60 54
36 48
13 24
0 2
54 50
65 51
56 43
68 50
36 63
47 15
14 45
63 68
22 64
57 31
13 35
67 25
69 20
7 0
25 42
15 35
57 24
24 31
30 18
9 12
9 45
69 53
