50 2 100 45 49.92
# demands
26 25 45 42 19 35 28 25 17 41 39 29 43 31 30 23 37 37 39 26 50 17 35 27 22 29 28 17 20 30 35 30 28 26 26 25 39 34 22 27 28 18 25 45 25 32 41 23 19 21
# request locations
35 35
24 11
36 16
9 9
9 37
19 44
36 54
9 56
16 63
61 42
41 53
56 2
56 3
32 45
58 32
54 6
27 58
6 13
31 3
19 0
33 49
35 48
24 20
1 10
2 10
29 1
26 50
60 40
36 4
48 62
5 36
16 32
43 1
24 51
65 15
44 68
13 2
44 32
11 16
14 70
21 59
62 67
38 0
68 69
65 8
55 1
22 59
55 28
68 64
56 64
38 60
63 12
19 7
59 54
18 7
53 37
29 29
59 24
36 7
59 69
54 55
50 29
50 57
3 59
16 18
36 60
23 29
26 50
66 16
46 2
11 56
37 31
7 47
37 63
24 27
34 45
21 27
13 66
15 14
28 54
58 9
65 20
8 21
44 3
62 56
48 26
58 29
45 54
43 61
33 36
26 45
50 32
53 37
70 1
53 26
36 3
7 68
24 35
67 11
57 45
24 14
