50 2 100 47 27.81
# demands
22 24 22 39 43 32 24 23 25 20 42 19 44 17 36 28 25 39 25 29 30 41 26 26 43 49 20 19 50 28 34 31 41 40 21 19 23 33 20 43 36 32 29 32 29 18 27 22 35 29
# request locations
35 35
53 29
12 19
68 19
32 22
20 7
8 24
4 17
14 41
51 37
68 52
9 45
11 21
38 69
15 5
6 42
63 47
10 15
4 48
43 53
63 42
55 4
65 8
58 70
4 5
26 52
8 26
68 61
59 7
39 27
44 25
10 9
58 37
65 53
1 70
11 5
53 24
53 62
59 45
3 46
17 60
15 64
12 26
14 16
45 32
52 49
55 37
42 44
22 7
42 36
30 60
43 42
67 63
8 37
30 65
46 62
58 61
4 69
31 70
4 66
3 52
41 41
29 2
57 49
70 59
44 16
19 34
50 70
67 17
17 65
65 20
18 39
60 50
12 58
53 37
38 40
42 2
57 5
1 44
31 71
66 26
15 46
31 39
70 64
23 8
46 26
66 68
25 67
58 39
18 57
15 35
31 26
64 33
25 47
8 19
53 64
55 58
53 22
37 23
2 63
44 19
