50 2 100 46 31.56
# demands
27 23 30 18 50 32 22 27 18 31 35 21 19 36 39 32 24 22 17 25 25 21 31 30 30 40 38 29 21 33 36 18 19 29 25 38 17 40 32 28 36 24 20 35 21 42 32 29 31 41
# request locations
35 35
48 11
32 30
8 61
11 19
49 50
21 22
59 63
57 68
43 60
38 65
9 18
1 30
0 12
30 68
47 62
10 31
45 3
46 15
1 41
34 40
1 17
16 38
28 11
15 36
46 66
53 3
46 45
34 55
37 48
52 25
11 6
3 68
56 57
6 16
65 24
34 58
22 7
59 28
35 54
33 49
53 36
14 15
50 21
52 56
50 18
57 66
10 42
54 0
41 56
12 70
66 24
59 5
34 2
42 18
1 23
22 28
18 10
28 25
47 6
17 68
58 22
67 49
67 39
42 43
45 44
40 65
2 38
35 41
55 12
43 4
10 44
32 26
32 62
19 40
5 52
54 58
70 66
39 10
64 33
51 31
17 56
24 32
59 15
62 64
51 17
16 58
29 37
13 31
56 13
52 55
9 30
67 50
59 30
37 60
18 33
53 43
50 18
32 57
56 52
69 60
