50 2 100 41 37.19
# demands
22 20 28 20 25 37 37 26 44 20 20 23 28 22 36 41 30 50 24 27 19 23 32 19 21 21 17 20 24 24 22 27 39 20 26 33 28 30 19 33 19 23 26 19 19 19 24 19 19 18
# request locations
35 35
65 52
12 62
22 35
7 6
21 39
40 49
3 34
25 49
9 8
54 45
43 36
53 45
44 66
27 43
13 55
27 60
5 12
1 45
33 44
22 20
10 22
19 14
14 19
70 39
6 66
36 47
39 28
42 32
12 8
32 57
14 9
44 58
31 35
9 29
46 40
40 46
38 27
66 69
1 14
56 65
69 27
53 68
62 46
9 21
46 65
43 44
25 3
67 49
22 47
37 36
6 58
61 43
5 0
58 26
57 16
70 15
1 13
59 67
37 11
59 37
68 66
30 59
4 15
19 39
50 4
60 62
10 43
39 59
17 37
27 67
36 57
70 16
44 51
66 19
40 34
33 13
47 10
59 39
33 56
37 42
47 53
54 2
6 52
11 45
39 9
33 5
65 30
27 70
7 9
69 58
28 34
1 7
61 46
3 61
42 62
21 45
12 24
42 43
53 53
2 27
