50 2 100 45 16.88
# demands
17 25 26 32 25 37 19 25 35 18 22 50 33 24 27 23 35 31 34 45 31 35 48 28 28 18 31 47 24 25 26 28 25 25 34 17 20 22 17 21 34 22 34 24 37 22 18 17 26 31
# request locations
35 35
31 2
70 60
33 11
59 26
38 8
17 57
42 9
1 34
5 23
47 38
25 48
22 2
34 10
35 11
8 10
60 58
39 21
57 31
32 20
55 68
39 2
30 44
43 51
2 11
52 47
55 61
67 43
33 11
38 49
7 31
58 59
8 57
4 22
67 25
10 58
10 41
21 27
35 67
63 19
47 34
61 23
38 66
61 68
32 21
59 43
58 18
24 8
26 58
20 7
27 25
55 15
70 29
22 25
59 21
33 47
22 59
48 50
53 24
48 25
60 2
63 57
21 42
65 61
66 15
33 66
7 38
34 18
29 61
37 30
64 63
12 14
33 33
67 22
66 19
58 62
6 51
45 63
27 21
59 60
17 14
18 51
60 53
21 40
20 30
22 35
7 22
27 40
53 21
69 40
35 18
18 60
68 16
17 53
58 53
62 3
13 47
8 44
5 28
52 63
52 42
