50 2 100 43 29.69
# demands
22 36 31 34 23 28 45 30 42 23 25 29 20 20 19 21 30 27 25 31 22 24 21 30 17 23 25 20 37 25 28 26 39 33 38 42 21 34 18 37 27 40 43 20 31 23 36 50 22 46
# request locations
35 35
8 50
31 37
11 25
70 38
17 1
49 34
15 42
60 46
22 31
58 53
56 47
41 45
30 30
27 64
67 19
49 20
63 35
29 62
28 52
29 66
48 8
34 18
49 53
30 35
65 17
67 22
56 46
40 9
18 42
68 40
38 39
11 2
13 37
2 4
47 58
32 56
63 47
21 37
59 61
33 17
60 3
33 13
1 63
56 40
53 21
26 54
6 48
13 55
56 67
31 27
21 1
44 34
70 30
38 21
32 51
4 69
43 54
19 15
34 24
23 49
7 29
60 26
70 6
28 14
7 34
10 14
68 55
56 62
24 9
5 14
39 25
70 25
69 5
65 55
69 28
52 40
69 9
16 58
33 15
63 7
39 19
49 62
41 1
48 63
15 54
16 34
35 59
56 54
17 60
26 7
10 59
32 48
16 42
54 47
25 12
50 61
26 20
1 7
32 42
58 67
