50 2 100 45 16.88
# demands
22 26 22 38 20 22 27 20 25 20 34 22 40 17 20 28 39 25 18 25 28 31 37 17 34 21 24 30 21 23 37 25 28 28 22 41 28 39 22 43 26 17 25 33 25 25 19 17 50 27
# request locations
35 35
47 60
43 65
56 1
33 42
39 30
55 31
14 64
62 13
44 47
64 4
47 48
10 52
5 10
45 51
42 44
56 43
16 58
3 64
11 67
52 40
28 45
55 39
68 29
45 38
43 11
26 57
22 44
23 35
44 64
38 67
13 20
66 18
40 18
8 18
55 13
55 25
22 57
59 59
50 61
46 4
42 45
31 67
59 24
31 13
57 40
66 60
37 18
28 50
52 7
45 37
4 68
59 47
7 3
15 38
31 34
61 3
44 6
22 6
12 44
4 24
0 9
26 71
31 5
70 8
49 52
18 31
41 6
11 1
49 42
60 20
22 36
3 39
71 57
56 18
41 38
62 46
63 55
69 63
19 49
67 36
8 31
66 27
23 45
26 19
57 8
24 51
26 21
4 39
1 54
45 69
55 18
51 4
64 70
56 19
34 6
13 38
63 63
11 40
1 60
0 52
