50 2 100 48 43.36
# demands
19 19 26 26 43 38 21 17 33 17 17 28 18 49 26 22 21 17 21 21 50 32 33 21 45 37 26 33 27 23 28 41 43 39 40 25 31 35 27 50 20 33 46 35 24 26 38 17 29 24
# request locations
35 35
1 5
5 68
54 69
56 54
16 70
43 11
52 61
20 43
46 15
31 12
69 19
54 54
56 10
9 60
16 16
66 69
53 64
57 49
9 59
18 52
4 50
23 9
10 54
32 47
31 9
55 25
61 39
42 40
17 0
3 2
30 45
56 70
49 65
32 28
1 63
24 22
45 38
32 58
6 37
23 0
47 12
30 25
56 70
22 38
33 30
70 35
3 3
23 65
14 9
28 64
17 17
41 41
37 25
64 25
49 22
54 43
56 21
64 14
13 43
43 66
9 26
24 47
44 13
58 60
20 65
62 49
35 53
24 4
27 55
64 41
33 3
67 7
38 9
10 47
39 28
58 64
40 0
42 29
38 14
54 12
44 36
57 58
25 24
70 47
26 5
69 27
62 37
24 64
5 28
1 23
33 5
17 63
66 13
14 56
3 64
56 68
9 23
40 41
39 11
12 43
