50 2 100 46 18.12
# demands
30 33 34 17 19 36 22 42 17 20 26 17 41 31 50 31 25 21 24 27 25 31 29 23 17 21 33 39 36 36 41 36 25 24 24 20 22 27 22 45 30 23 35 21 21 20 20 23 24 32
# request locations
35 35
46 16
68 58
55 16
34 51
5 57
8 25
18 35
17 26
38 22
29 51
39 13
34 20
48 7
55 14
63 42
50 8
15 11
63 53
22 60
30 32
64 3
61 24
57 48
45 23
36 27
16 28
24 63
20 1
25 3
60 58
43 36
20 10
30 18
31 43
4 34
49 32
64 57
14 48
3 61
48 51
53 37
38 9
24 2
30 33
47 56
16 2
5 4
62 14
14 27
30 4
64 14
55 64
3 68
45 29
13 68
42 55
17 0
38 2
48 11
2 43
20 41
64 12
47 19
66 4
60 31
26 60
68 26
60 47
8 6
39 34
22 38
29 37
66 56
20 10
36 0
55 6
49 29
64 45
59 50
56 7
33 36
21 50
68 2
69 36
62 26
44 59
26 2
55 15
21 54
58 53
61 64
6 21
68 14
24 47
27 66
28 31
11 24
38 29
0 34
3 36
