50 2 100 43 40.08
# demands
35 34 23 50 31 28 34 23 32 23 26 24 23 20 27 33 25 30 37 31 23 39 22 30 24 21 28 30 19 32 33 18 25 17 36 18 23 35 21 33 37 23 22 19 34 24 24 22 19 24
# request locations
35 35
24 64
55 23
42 46
40 21
11 6
54 0
42 32
36 36
29 51
14 60
6 2
39 54
39 13
24 46
55 43
70 60
37 25
70 1
20 18
49 24
67 5
55 57
7 61
16 18
43 59
50 34
67 70
34 44
35 37
4 41
33 67
5 59
15 22
49 14
42 53
16 41
45 53
49 5
58 14
13 20
26 47
22 61
61 54
6 30
52 18
15 69
54 7
21 64
7 51
35 28
21 48
19 36
69 30
7 7
7 63
37 53
41 20
44 32
45 45
56 41
16 21
5 70
40 33
35 7
61 63
6 69
45 17
26 15
53 58
4 9
21 0
28 12
18 7
15 45
63 57
44 53
42 11
7 62
58 40
34 60
9 49
25 25
10 39
41 68
68 1
2 47
52 60
30 54
53 32
1 62
20 1
40 68
63 42
56 12
17 55
43 69
32 10
12 18
71 61
0 12
