50 2 100 50 27.81
# demands
25 17 28 18 24 46 18 24 32 27 28 30 24 24 31 37 49 28 22 34 25 22 23 17 25 31 20 23 22 35 24 25 34 36 19 22 34 24 23 34 50 33 22 39 28 23 37 22 21 31
# request locations
35 35
14 28
33 27
33 44
25 65
39 49
37 7
22 20
42 14
60 62
66 21
39 14
10 47
46 28
65 63
41 63
28 16
48 35
32 37
14 43
22 64
43 39
58 69
27 33
40 21
19 51
68 9
6 11
25 32
4 41
60 66
60 3
9 2
47 3
45 1
38 52
60 65
8 5
38 60
8 64
54 15
16 15
49 54
7 63
22 61
63 57
68 1
58 39
2 34
6 59
23 40
18 39
16 64
0 44
44 48
19 8
69 12
32 67
13 35
11 11
59 63
64 14
69 11
40 2
12 58
8 12
10 34
43 34
38 50
62 55
38 14
13 67
28 63
43 39
14 65
68 11
62 11
69 65
6 7
22 12
52 8
39 36
21 1
58 62
20 28
62 28
6 64
45 56
17 7
8 25
7 12
70 42
41 1
5 38
33 30
35 24
69 34
24 68
24 29
20 34
20 7
