50 2 100 42 35.31
# demands
31 26 37 46 33 39 23 42 26 29 49 27 29 29 41 50 24 20 27 29 32 23 21 50 39 25 31 26 35 17 26 21 23 23 42 30 24 46 35 31 35 25 29 28 20 25 27 39 40 29
# request locations
35 35
26 6
19 36
17 2
45 30
70 43
17 26
41 67
40 1
4 42
67 27
22 67
20 25
14 57
15 27
46 41
2 17
8 64
7 40
26 71
26 64
15 27
44 32
33 45
30 51
29 42
12 22
50 61
62 59
43 26
55 58
41 25
60 50
27 70
69 24
35 68
29 36
49 52
22 10
20 40
57 66
20 48
19 8
52 49
0 32
9 42
1 62
53 51
44 17
35 44
22 33
25 52
1 53
40 18
32 32
39 66
7 59
48 13
42 19
8 7
31 62
12 20
9 10
31 8
64 11
50 11
16 26
5 6
30 70
64 34
26 25
31 39
32 52
57 24
45 39
47 45
36 40
33 24
21 59
41 42
49 13
22 25
46 3
49 66
2 34
29 64
66 48
16 17
34 36
25 61
26 57
25 53
69 42
3 44
33 69
26 26
31 41
54 65
47 4
22 40
59 2
