50 2 100 48 60.86
# demands
21 27 33 17 43 28 35 27 30 34 24 28 22 32 28 21 21 50 34 46 31 28 18 26 40 20 23 31 17 21 22 18 45 36 25 23 38 21 31 17 18 25 26 34 17 20 23 38 27 20
# request locations
35 35
9 46
19 40
59 56
12 18
49 12
29 57
42 47
42 11
18 17
64 55
48 43
27 16
47 30
45 7
57 46
17 4
13 2
67 59
9 8
40 53
10 42
29 68
67 34
8 51
17 65
13 35
68 21
62 11
50 2
16 4
14 18
44 14
21 43
34 53
52 70
61 32
13 42
12 12
54 60
6 19
36 12
24 5
34 70
23 23
1 62
26 52
27 54
26 18
27 57
23 29
70 14
63 55
36 62
2 42
53 66
22 10
27 1
29 6
35 10
49 10
63 67
37 39
19 40
9 7
61 7
53 24
70 34
32 54
13 4
34 61
18 41
65 1
18 54
6 48
4 20
35 39
19 47
11 5
25 71
22 42
49 12
10 68
68 15
2 31
35 6
19 55
66 63
66 5
8 46
2 42
2 1
11 6
18 15
19 28
31 46
12 70
12 32
4 0
41 60
58 42
