instance_name,time_seconds,objective_value,jain_fairness,num_vehicles
instance2_nreq50_nveh2_gamma41,0.000854,2826.159937,0.996725,2
instance6_nreq50_nveh2_gamma43,0.000812,3182.009193,0.999690,2
instance5_nreq50_nveh2_gamma47,0.000821,3797.106119,0.996184,2
instance29_nreq50_nveh2_gamma45,0.000813,3454.133165,0.992111,2
instance26_nreq50_nveh2_gamma50,0.000800,4037.086120,0.996903,2
instance11_nreq50_nveh2_gamma45,0.000822,3212.052845,0.996869,2
instance18_nreq50_nveh2_gamma43,0.000755,2919.003794,0.999872,2
instance15_nreq50_nveh2_gamma48,0.000750,3703.005315,0.999877,2
instance4_nreq50_nveh2_gamma46,0.000799,3311.175033,0.990340,2
instance8_nreq50_nveh2_gamma45,0.000822,3320.221605,0.997261,2
instance17_nreq50_nveh2_gamma45,0.000798,3507.063339,0.998731,2
instance20_nreq50_nveh2_gamma44,0.000781,3165.108395,0.997729,2
instance9_nreq50_nveh2_gamma46,0.000738,3497.247654,0.992153,2
instance12_nreq50_nveh2_gamma46,0.000815,3408.092286,0.998067,2
instance1_nreq50_nveh2_gamma50,0.000768,4111.006661,0.999834,2
instance21_nreq50_nveh2_gamma44,0.000743,3221.075282,0.997749,2
instance19_nreq50_nveh2_gamma43,0.000816,3256.221256,0.991470,2
instance30_nreq50_nveh2_gamma42,0.000824,3024.142855,0.997138,2
instance23_nreq50_nveh2_gamma42,0.000773,2915.194599,0.994489,2
instance25_nreq50_nveh2_gamma45,0.000819,3455.430044,0.984536,2
instance27_nreq50_nveh2_gamma41,0.000752,2841.573681,0.990037,2
instance14_nreq50_nveh2_gamma45,0.000797,3358.357153,0.994132,2
instance28_nreq50_nveh2_gamma44,0.000763,3297.068632,0.998785,2
instance13_nreq50_nveh2_gamma47,0.000777,3521.373608,0.994367,2
instance7_nreq50_nveh2_gamma41,0.001120,3052.009979,0.999732,2
instance10_nreq50_nveh2_gamma48,0.000785,3833.170228,0.997203,2
instance24_nreq50_nveh2_gamma45,0.000804,3290.048704,0.996882,2
instance22_nreq50_nveh2_gamma43,0.000810,3262.426154,0.994880,2
instance16_nreq50_nveh2_gamma43,0.000743,3173.014808,0.999631,2
instance3_nreq50_nveh2_gamma49,0.000815,3035.000056,0.999995,2
